#,Player,Team,GP,MPG,PPG,PPG_Grade,FGM,FGA,FG%,FG%_Grade,3PM,3PA,3P%,3P%_Grade,FTM,FTA,FT%,FT%_Grade,ORB,DRB,RPG,RPG_Grade,APG,APG_Grade,SPG,SPG_Grade,BPG,BPG_Grade,TOV,PF,OVR_Grade
2363,Wilhelm Breidenbach,UWASH,20,17.4,4.6,64,1.8,3.4,0.529,96,0.6,1.7,0.333,82,0.5,0.8,0.6,60,1.0,1.6,2.5,65,0.3,60,0.7,74,0.2,63,0.4,2.2,71
2364,Sean Hansen,GW,22,19.0,4.6,64,1.7,3.8,0.458,91,0.5,1.5,0.375,86,0.6,0.8,0.722,71,1.0,2.0,3.0,66,2.2,69,1.2,83,0.6,74,1.5,1.7,76
2365,Savion Lewis,QUIN,17,26.5,4.6,64,2.0,4.7,0.425,89,0.0,0.2,0.0,60,0.6,1.1,0.526,60,0.6,2.8,3.5,67,4.9,79,1.3,84,0.1,62,2.4,2.0,71
2366,Deven Dahlke,SAND,24,18.5,4.6,64,1.5,3.5,0.434,89,0.9,2.5,0.356,84,0.7,0.8,0.895,88,0.4,0.6,1.0,61,0.9,61,0.9,78,0.1,62,1.0,2.1,74
2367,Zach Reinhart,UAPB,19,21.6,4.6,64,1.4,4.1,0.351,83,1.2,3.3,0.365,85,0.5,0.7,0.714,70,0.3,1.9,2.2,64,1.6,65,0.5,70,0.3,65,1.3,1.7,71
2368,Yacine Toumi,SETON,19,18.0,4.6,64,1.6,4.3,0.37,85,0.4,1.6,0.267,75,1.0,2.1,0.487,60,1.0,2.2,3.2,67,0.8,61,0.4,69,0.5,70,0.9,2.4,69
2369,Jace Carter,TAMU,21,20.2,4.6,64,1.6,4.0,0.4,88,0.6,2.3,0.245,73,0.8,1.9,0.41,60,1.1,2.4,3.5,67,0.7,61,0.9,78,0.2,63,0.7,1.4,70
2370,Jamal Sumlin,KENT,20,16.9,4.6,64,1.8,4.0,0.438,89,0.4,1.0,0.35,84,0.7,0.8,0.875,86,0.8,1.7,2.5,65,1.3,63,0.7,74,0.2,63,1.2,1.5,74
2371,Sincere Malone,NICH,22,16.8,4.5,64,1.8,3.5,0.513,95,0.1,0.3,0.429,91,0.9,1.1,0.792,78,1.3,2.3,3.5,67,0.7,61,1.1,82,0.2,63,0.7,2.1,76
2372,Jameel Morris,FDU,22,15.2,4.5,64,1.5,3.7,0.42,89,0.7,2.2,0.327,81,0.7,1.0,0.696,68,0.4,1.0,1.3,62,0.5,61,1.1,82,0.0,60,0.7,2.3,71
2373,Kyle Jenkins,FAIR,15,18.0,4.5,64,1.7,3.8,0.456,91,0.5,2.1,0.219,70,0.6,0.9,0.692,68,1.1,1.4,2.5,65,0.7,61,0.4,69,0.3,65,0.4,1.1,70
2374,German Plotnikov,HOF,21,22.7,4.5,64,1.6,4.0,0.41,88,0.6,1.9,0.325,81,0.7,0.8,0.875,86,0.2,2.0,2.3,64,1.0,62,0.7,74,0.6,74,0.5,1.5,75
2375,Antonio Sisk,MVSU,21,22.5,4.5,64,1.8,4.7,0.374,85,0.5,1.7,0.306,79,0.5,0.9,0.556,60,0.2,1.4,1.6,63,1.6,65,1.1,82,0.1,62,2.4,1.8,70
2376,Bryant Selebangue,MCNST,23,16.1,4.5,64,1.9,2.7,0.694,99,0.0,0.0,0.0,60,0.8,1.6,0.5,60,2.0,2.6,4.5,70,0.5,61,0.7,74,0.2,63,0.3,1.3,69
2377,Camerin James,TAMUC,23,16.1,4.5,64,1.9,4.1,0.468,92,0.1,0.5,0.182,67,0.6,1.3,0.467,60,0.7,1.4,2.2,64,0.6,61,0.5,70,0.3,65,1.3,1.6,68
2378,Roderick Coffee III,FAMU,20,20.7,4.5,64,1.4,4.2,0.337,81,0.4,1.7,0.206,69,1.4,1.6,0.844,83,1.6,2.1,3.6,68,2.7,69,0.8,76,0.2,63,2.0,1.5,72
2379,David Coit,KU,22,15.7,4.5,64,1.5,4.4,0.351,83,1.1,3.0,0.358,84,0.3,0.5,0.7,69,0.1,1.7,1.9,63,1.5,64,0.6,72,0.0,60,0.5,0.9,70
2380,Brennan Rigsby,MINN,20,16.8,4.5,64,1.7,5.1,0.324,80,0.7,3.0,0.22,71,0.6,0.8,0.733,72,0.4,1.6,1.9,63,0.6,61,0.3,66,0.3,65,0.6,1.1,68
2381,Collin Metcalf,NEU,23,21.1,4.5,64,1.8,3.2,0.575,97,0.0,0.0,0.0,60,0.8,1.3,0.613,60,2.1,2.9,5.0,71,0.7,61,0.7,74,2.3,91,1.8,2.9,73
2382,Max Burchill,SODAK,23,20.3,4.5,64,1.2,3.2,0.384,86,0.5,1.4,0.364,85,1.5,1.7,0.875,86,1.0,2.1,3.2,67,1.9,68,0.8,76,0.1,62,0.6,1.9,75
2383,Anthony Benard,CAN,21,27.6,4.5,64,1.9,4.3,0.433,89,0.6,1.5,0.375,86,0.2,0.4,0.5,60,0.1,2.8,2.9,66,3.6,70,1.6,86,0.1,62,2.4,2.5,73
2384,Tsvet Sotirov,NIU,17,19.9,4.5,64,1.5,4.6,0.316,79,1.2,3.8,0.328,81,0.3,0.5,0.625,61,0.5,1.7,2.2,64,0.6,61,0.4,69,0.4,67,0.6,2.1,69
2385,"Shawn Jones, Jr.",MISST,22,19.0,4.5,64,1.6,3.6,0.45,91,0.3,1.4,0.226,71,0.9,1.1,0.792,78,1.2,1.4,2.6,65,0.9,61,0.7,74,0.5,70,0.4,1.6,72
2386,Brennen Burns,SHSU,22,20.5,4.5,64,1.7,3.9,0.442,90,0.2,0.5,0.455,94,0.8,1.0,0.81,80,0.2,1.6,1.8,63,2.9,69,1.2,83,0.0,60,1.7,1.5,76
2387,Emory Lanier,RICE,20,18.0,4.5,64,1.2,4.1,0.28,76,0.6,2.3,0.261,75,1.6,2.0,0.795,78,0.6,1.5,2.1,64,1.2,62,0.8,76,0.2,63,1.2,2.6,70
2388,Kerr Kriisa,UK,9,17.2,4.4,63,1.3,4.8,0.279,75,1.1,4.2,0.263,75,0.7,0.8,0.857,84,0.7,1.8,2.4,65,3.8,71,0.4,69,0.2,63,1.0,1.1,71
2389,Jahseem Felton,SETON,16,15.5,4.4,63,1.6,4.3,0.382,86,0.5,1.1,0.444,93,0.7,0.8,0.846,83,0.4,0.9,1.3,62,0.5,61,0.3,66,0.1,62,0.9,0.9,72
2390,T.J. Thomas,TAMUC,23,18.1,4.4,63,1.5,3.9,0.393,87,0.8,2.3,0.352,84,0.6,0.9,0.65,64,0.5,1.3,1.9,63,2.5,69,0.8,76,0.2,63,1.5,1.7,72
2391,Jackson Greene,IDHST,21,17.1,4.4,63,1.3,2.4,0.549,96,0.0,0.3,0.167,65,1.7,2.0,0.837,82,1.4,1.6,3.0,66,0.7,61,0.6,72,0.6,74,0.6,1.9,73
2392,Brayden Crump,ELON,21,15.3,4.4,63,1.6,3.5,0.466,92,0.1,1.0,0.143,63,1.0,1.6,0.647,63,1.1,2.1,3.2,67,0.2,60,0.4,69,0.1,62,0.2,1.0,68
2393,Ryan Nutter,MARSH,19,17.0,4.4,63,1.4,4.1,0.351,83,0.3,1.8,0.171,66,1.3,1.7,0.727,71,1.1,0.7,1.8,63,1.6,65,0.7,74,0.1,62,0.9,2.1,69
2394,Jamichael Davis,RUTG,22,18.3,4.4,63,1.6,4.5,0.367,84,0.5,1.5,0.294,78,0.7,1.1,0.6,60,0.4,0.9,1.3,62,2.0,69,1.0,80,0.3,65,0.5,1.8,71
2395,Jair Horton,MVSU,20,17.0,4.4,63,1.6,4.2,0.373,85,0.6,1.8,0.314,80,0.8,1.2,0.625,61,0.6,1.4,2.0,64,0.7,61,0.5,70,0.1,62,1.3,2.0,69
2396,Kendrick De Luna,CSFUL,23,21.5,4.4,63,1.8,3.9,0.467,92,0.0,0.0,0.0,60,0.7,1.3,0.586,60,0.7,1.3,2.0,64,0.5,61,0.7,74,0.4,67,1.4,2.3,68
2397,Etienne Strothers,HMPTN,18,18.9,4.4,63,1.4,3.9,0.357,83,0.7,2.1,0.316,80,0.9,1.2,0.773,76,0.6,1.4,2.0,64,1.2,62,1.1,82,0.5,70,0.8,1.4,73
2398,John Adams,CTDL,21,21.3,4.4,63,1.8,3.4,0.521,96,0.0,0.0,0.0,60,0.9,1.7,0.5,60,2.7,1.9,4.6,70,1.1,62,0.2,64,0.2,63,0.8,2.6,68
2399,Tomas Valur Thrastarson,WSU,21,20.1,4.4,63,1.3,2.6,0.519,95,0.5,1.1,0.417,90,1.2,2.0,0.605,60,0.7,2.0,2.7,65,0.6,61,0.3,66,0.8,78,0.6,2.0,73
2400,David Brown III,L-MD,21,20.6,4.4,63,1.4,4.3,0.33,81,0.7,2.6,0.259,74,0.9,0.9,1.0,99,0.9,1.6,2.5,65,1.3,63,0.3,66,0.3,65,0.5,1.5,72
2401,Victor Valdes,TROY,22,17.5,4.4,63,1.4,3.8,0.357,83,0.7,2.3,0.3,79,1.0,1.1,0.84,83,0.6,1.9,2.5,65,2.1,69,1.0,80,0.3,65,1.4,1.3,74
2402,T.J. Gadsden,HOF,22,21.5,4.4,63,1.5,4.4,0.351,83,0.8,2.8,0.274,76,0.5,0.7,0.733,72,0.4,2.6,3.0,66,0.8,61,0.4,69,0.2,63,1.1,1.8,70
2403,Grant Huffman,VANDY,20,20.5,4.4,63,1.7,3.4,0.493,94,0.3,0.9,0.294,78,0.8,1.1,0.727,71,0.4,2.0,2.4,65,2.2,69,1.4,84,0.3,65,1.0,2.0,74
2404,Josiah LeGree,INDST,20,17.4,4.4,63,1.6,4.4,0.368,84,0.5,2.0,0.25,74,0.7,1.0,0.65,64,0.4,1.5,1.8,63,3.0,69,0.9,78,0.3,65,1.8,1.9,70
2405,Andres Marrero,LASAL,20,16.4,4.4,63,1.5,4.7,0.309,78,0.8,2.7,0.278,76,0.7,0.8,0.875,86,0.4,1.6,2.0,64,1.5,64,0.7,74,0.2,63,0.6,1.2,71
2406,Chas Kelley III,BOS,21,18.7,4.3,63,1.5,4.1,0.36,84,0.8,2.4,0.314,80,0.6,1.0,0.591,60,0.1,1.0,1.1,61,2.0,69,0.5,70,0.3,65,1.3,1.5,69
2407,Zavier Fitch,WAGNR,22,19.0,4.3,63,1.6,3.2,0.493,94,0.0,0.5,0.1,60,1.1,1.7,0.649,63,1.4,2.5,3.9,68,0.8,61,0.8,76,0.5,70,0.7,1.8,70
2408,Connor Hickman,CINCY,13,19.6,4.3,63,1.8,4.8,0.371,85,0.7,2.7,0.257,74,0.1,0.2,0.5,60,0.2,2.2,2.5,65,1.2,62,0.6,72,0.1,62,0.6,1.0,68
2409,Jaden Walker,TAMU-CC,20,17.4,4.3,63,1.7,3.7,0.446,90,0.4,1.1,0.318,80,0.7,1.1,0.591,60,0.3,2.3,2.6,65,2.0,69,1.2,83,0.5,70,1.2,1.7,73
2410,Juan Reyna III,JKSN,20,16.4,4.3,63,1.2,5.3,0.219,60,0.8,3.6,0.211,70,1.3,1.4,0.926,91,0.4,1.3,1.7,63,0.9,61,0.5,70,0.0,60,0.6,1.2,68
2411,Matej Bosnjak,WICHI,21,16.6,4.3,63,1.6,3.6,0.447,90,0.1,0.5,0.2,69,1.0,1.4,0.69,68,1.3,2.2,3.6,68,0.7,61,0.4,69,0.3,65,0.9,1.1,70
2412,Sean Logan,DAV,11,19.0,4.3,63,1.8,3.3,0.556,97,0.2,0.5,0.333,82,0.5,1.1,0.417,60,1.6,2.3,3.9,68,0.6,61,0.5,70,1.4,82,0.8,2.9,73
2413,Jordan Davis,ILLST,19,20.0,4.3,63,1.5,4.1,0.372,85,1.0,3.1,0.328,81,0.2,0.3,0.8,79,1.2,3.1,4.3,69,0.7,61,0.3,66,0.3,65,0.6,1.5,72
2414,Anthony Blunt,UML,23,19.9,4.3,63,1.3,3.4,0.385,86,0.3,1.4,0.212,70,1.3,1.7,0.775,76,1.0,2.6,3.6,68,2.2,69,0.5,70,0.0,60,0.8,1.1,71
2415,Alex Tew,WEBER,23,16.3,4.3,63,1.7,3.1,0.542,96,0.0,0.0,0.0,60,0.9,1.7,0.526,60,1.3,1.7,3.0,66,0.7,61,0.7,74,0.6,74,1.1,2.8,70
2416,Youri Fritz,NEU,20,15.7,4.3,63,1.7,2.8,0.618,99,0.0,0.0,0.0,60,0.9,2.0,0.425,60,1.8,1.7,3.4,67,0.6,61,0.8,76,0.7,76,0.4,2.5,71
2417,Jayson Woodrich,OAKL,24,18.7,4.3,63,1.5,5.1,0.285,76,0.8,3.8,0.217,70,0.5,0.8,0.667,65,0.3,2.0,2.3,64,0.8,61,0.8,76,0.0,60,0.6,1.1,67
2418,Hunter Erickson,U of U,21,20.4,4.2,63,1.3,3.2,0.403,88,0.9,2.5,0.365,85,0.8,0.9,0.889,87,0.4,1.5,1.9,63,1.7,66,0.5,70,0.4,67,1.0,1.6,74
2419,Stephon Roberts,STPC,17,19.2,4.2,63,1.4,2.5,0.535,96,0.0,0.1,0.0,60,1.5,2.7,0.565,60,2.3,4.0,6.3,74,0.8,61,0.4,69,0.9,79,1.1,2.8,71
2420,Luke Flynn,WOFF,22,19.9,4.2,63,1.4,3.6,0.375,85,1.0,2.9,0.359,84,0.5,0.7,0.667,65,0.8,2.1,2.9,66,1.3,63,0.4,69,0.0,60,0.5,1.6,70
2421,Tunde Durodola,TEM,22,16.3,4.2,63,1.5,3.4,0.427,89,0.0,0.0,0.0,60,1.3,1.8,0.725,71,2.0,2.5,4.5,70,0.5,61,0.4,69,0.3,65,0.6,3.0,69
2422,Jed Miller,MTSTU,23,18.5,4.2,63,1.2,2.9,0.403,88,0.7,2.1,0.306,79,1.2,1.3,0.903,89,0.4,2.3,2.7,65,2.1,69,1.1,82,0.1,62,0.8,0.8,75
2423,"John Lovelace, Jr.",UWM,23,15.1,4.2,63,1.3,3.7,0.345,82,0.3,1.2,0.286,77,1.3,1.6,0.861,85,0.8,1.3,2.2,64,0.6,61,0.7,74,0.4,67,0.7,1.8,72
2424,Khalil Farmer,HOF,20,16.2,4.2,63,1.3,3.0,0.433,89,0.8,1.9,0.405,89,0.9,1.1,0.81,80,0.1,1.0,1.0,61,0.6,61,0.1,62,0.1,62,0.4,2.1,71
2425,Ryan Abelman,NAU,21,16.2,4.2,63,1.5,3.7,0.416,88,0.8,2.4,0.34,83,0.3,0.4,0.875,86,0.5,1.1,1.6,63,0.6,61,0.6,72,0.1,62,0.2,1.8,73
2426,Peyton Rogers-Schmidt,HCU,23,28.5,4.2,63,1.4,3.3,0.427,89,0.5,1.8,0.293,78,0.9,1.1,0.769,75,1.7,3.9,5.6,73,1.1,62,1.1,82,0.9,79,0.6,2.7,76
2427,Kaspar Sepp,VAL,23,20.5,4.2,63,1.6,3.2,0.507,95,0.3,0.8,0.316,80,0.7,0.9,0.762,75,2.5,4.0,6.5,75,1.5,64,0.3,66,0.2,63,0.8,2.5,73
2428,Caleb Embeya,TOWS,23,17.3,4.2,63,1.6,3.0,0.544,96,0.0,0.0,0.0,60,1.0,1.6,0.595,60,2.4,2.2,4.6,70,0.3,60,0.7,74,0.6,74,0.5,3.3,70
2429,Tyrel Bladen,NORF,23,17.5,4.2,63,1.7,3.3,0.506,95,0.0,0.0,0.0,60,0.8,1.4,0.545,60,1.1,2.3,3.5,67,0.5,61,0.3,66,0.3,65,1.3,2.7,68
2430,Demetrus Johnson II,UWG,23,20.6,4.2,63,1.3,5.2,0.261,74,0.4,2.6,0.167,65,1.0,1.7,0.615,60,0.2,1.4,1.6,63,2.1,69,1.1,82,0.1,62,1.8,1.3,68
2431,Tyree Ihenacho,UWASH,21,22.6,4.1,63,1.7,3.8,0.438,89,0.2,1.1,0.174,66,0.6,0.9,0.722,71,0.6,2.1,2.8,66,2.0,69,0.9,78,0.5,70,1.4,2.0,72
2432,Cam Estevez,URI,21,15.6,4.1,63,1.4,4.2,0.326,80,0.8,3.0,0.274,76,0.6,0.8,0.706,69,0.0,1.2,1.3,62,0.7,61,0.4,69,0.2,63,0.9,1.1,68
2433,"Greg Gantt, Jr.",UNCA,22,25.7,4.1,63,1.6,2.7,0.583,98,0.0,0.0,0.0,60,1.0,1.6,0.6,60,2.0,4.0,6.0,74,3.4,69,1.4,84,0.5,70,1.5,2.5,73
2434,Caleb McCarty,SCSU,15,18.5,4.1,63,1.6,2.8,0.571,97,0.1,0.1,0.5,99,0.9,1.2,0.722,71,1.7,1.8,3.5,67,0.5,61,0.8,76,1.1,80,1.3,2.9,77
2435,Sam Alamutu,UVM,23,21.0,4.1,63,1.9,4.3,0.43,89,0.1,1.0,0.091,60,0.3,0.7,0.467,60,1.2,3.5,4.7,70,2.0,69,0.7,74,0.3,65,1.6,1.3,69
2436,Nic Book,USCU,23,15.7,4.1,63,1.8,3.5,0.525,96,0.0,0.2,0.0,60,0.5,1.0,0.478,60,1.4,2.8,4.3,69,0.9,61,0.3,66,0.4,67,0.9,2.1,68
2437,Ethan Pickett,UIC,23,17.6,4.1,63,1.8,3.7,0.477,93,0.3,1.3,0.233,72,0.3,0.7,0.375,60,0.8,2.1,2.9,66,0.9,61,0.3,66,0.3,65,0.6,1.6,69
2438,Rich Byhre,STTOM,24,16.2,4.1,63,1.5,3.8,0.402,88,0.5,2.0,0.255,74,0.5,1.0,0.565,60,0.7,1.8,2.5,65,0.6,61,0.4,69,0.4,67,0.5,1.5,69
2439,Sam Silverstein,CALBU,21,25.0,4.1,63,1.5,3.9,0.39,87,0.2,1.1,0.167,65,0.9,1.2,0.692,68,1.9,4.0,5.9,73,1.4,63,1.1,82,0.7,76,1.1,2.2,73
2440,Ademide Badmus,GWU,21,18.3,4.1,63,1.7,3.0,0.565,97,0.0,0.0,1.0,99,0.7,1.4,0.517,60,1.1,3.2,4.3,69,1.0,62,0.5,70,0.0,60,1.1,2.4,73
2441,Andre Lorentsson,U of T,21,17.0,4.1,63,1.3,3.3,0.4,88,0.8,2.2,0.34,83,0.7,0.9,0.737,72,0.9,1.2,2.1,64,0.5,61,0.4,69,0.0,60,0.2,1.0,70
2442,Evan Mahaffey,OSU,22,19.2,4.1,63,1.8,2.7,0.678,99,0.0,0.1,0.5,99,0.4,1.1,0.375,60,1.5,1.9,3.4,67,0.9,61,0.7,74,1.0,80,0.6,2.0,76
2443,Emmanuel Okpomo,NEWHA,23,18.3,4.1,63,1.7,3.6,0.476,93,0.0,0.0,0.0,60,0.7,1.6,0.444,60,2.0,3.3,5.3,72,0.3,60,0.5,70,0.6,74,1.1,2.9,69
2444,"Rodney Brown, Jr.",VT,17,15.9,4.1,63,1.5,4.1,0.357,83,0.8,1.9,0.406,89,0.4,0.6,0.545,60,0.2,1.9,2.2,64,1.9,68,0.2,64,0.1,62,1.0,0.9,70
2445,Hassan Perkins,UMES,18,18.1,4.1,63,1.4,3.7,0.379,85,0.5,1.7,0.29,78,0.8,0.9,0.824,81,0.4,0.8,1.2,62,1.6,65,0.5,70,0.0,60,1.6,1.4,71
2446,Tay Knox,WIU,21,17.8,4.0,63,1.5,3.1,0.485,94,0.0,0.2,0.0,60,1.0,1.7,0.6,60,2.1,3.5,5.6,73,0.7,61,0.2,64,1.3,82,0.8,1.5,70
2447,Rondel Walker,UNT,21,23.9,4.0,63,1.5,3.6,0.408,88,0.6,2.0,0.31,80,0.5,0.8,0.588,60,1.3,3.0,4.3,69,0.9,61,1.1,82,0.3,65,0.7,1.6,71
2448,"Will Exacte, Jr.",BGSU,21,15.3,4.0,63,1.3,3.7,0.351,83,0.6,2.0,0.31,80,0.9,1.2,0.72,71,0.9,2.1,3.0,66,0.6,61,0.2,64,0.1,62,0.5,1.3,69
2449,Ishan Sharma,UVA,21,15.0,4.0,63,1.2,3.5,0.351,83,1.0,3.0,0.355,84,0.5,0.6,0.917,90,0.1,1.4,1.6,63,1.0,62,0.2,64,0.1,62,0.4,1.1,72
2450,Alston Andrews,DESU,22,22.8,4.0,63,1.6,3.5,0.474,93,0.0,0.0,0.0,60,0.8,1.1,0.68,67,1.9,2.5,4.4,70,0.6,61,1.2,83,0.5,70,0.9,2.6,71
2451,Caleb Williams,GTOWN,22,19.2,4.0,63,1.6,3.6,0.438,89,0.4,1.3,0.321,81,0.4,0.7,0.6,60,1.4,2.5,3.9,68,0.8,61,0.4,69,0.3,65,0.5,1.7,70
2452,Ryan Pettit,LAFAY,22,18.2,4.0,63,1.5,4.4,0.34,82,0.5,2.4,0.226,71,0.5,0.8,0.556,60,0.6,1.9,2.5,65,1.1,62,1.6,86,0.0,60,0.9,1.4,69
2453,Jalen Ware,UMES,21,19.9,4.0,63,1.5,4.6,0.323,80,0.3,1.7,0.194,68,0.7,1.3,0.556,60,1.4,3.1,4.6,70,0.4,60,0.9,78,0.6,74,1.2,2.7,70
2454,Florian Tenebay,SCSU,21,19.2,4.0,63,1.1,3.2,0.338,81,0.3,0.9,0.389,87,1.5,2.3,0.646,63,0.6,2.3,2.9,66,1.6,65,0.6,72,0.0,60,1.4,2.0,70
2455,Di'Andre Howell-South,WAGNR,19,16.7,4.0,63,1.5,4.3,0.341,82,0.3,1.2,0.273,76,0.7,1.2,0.636,62,0.6,2.0,2.6,65,1.4,63,1.2,83,0.1,62,1.2,1.5,70
2456,Curt Hopf,BELL,23,20.3,4.0,63,1.5,4.3,0.347,82,0.3,1.8,0.167,65,0.7,1.2,0.593,60,1.7,3.0,4.7,70,1.0,62,0.5,70,0.3,65,0.6,2.2,68
2457,Enoch Boakye,VILL,22,20.7,4.0,63,1.4,2.3,0.588,98,0.0,0.0,0.0,60,1.2,1.6,0.771,76,2.2,4.1,6.3,74,0.2,60,0.4,69,0.8,78,0.6,2.4,73
2458,Ebrima Dibba,CLEST,22,25.1,4.0,63,1.6,3.6,0.443,90,0.2,0.4,0.556,99,0.5,1.3,0.429,60,0.3,2.6,3.0,66,4.1,73,1.1,82,0.0,60,1.6,1.4,75
2459,Nate Brafford,GASO,21,17.2,4.0,63,1.3,2.9,0.467,92,0.7,1.9,0.375,86,0.6,1.1,0.522,60,1.0,1.6,2.6,65,0.6,61,0.4,69,0.5,70,0.8,2.3,71
2460,Malcolm Wrisby-Jefferson,BRWN,19,17.0,3.9,62,1.7,3.7,0.471,93,0.2,1.0,0.211,70,0.3,0.4,0.625,61,0.6,2.3,2.9,66,2.1,69,0.6,72,0.3,65,1.1,1.3,70
2461,Oscar Berry,UNF,23,20.6,3.9,62,1.4,3.2,0.438,89,1.0,2.4,0.418,90,0.1,0.3,0.375,60,0.6,1.7,2.3,64,0.8,61,0.6,72,0.2,63,0.4,1.9,71
2462,Kernan Bundy,IONA,19,15.3,3.9,62,1.3,3.1,0.414,88,0.6,1.4,0.444,93,0.7,0.8,0.875,86,1.7,1.4,3.1,66,0.9,61,0.6,72,0.1,62,0.8,1.6,74
2463,Braelon Green,BGSU,19,17.0,3.9,62,1.6,3.7,0.429,89,0.1,0.7,0.143,63,0.6,1.2,0.545,60,0.3,1.7,1.9,63,1.5,64,0.3,66,0.2,63,1.0,1.7,67
2464,"Terrance Jacobs, Jr.",NEWOR,21,25.1,3.9,62,1.3,5.0,0.267,74,0.6,2.6,0.236,72,0.6,0.8,0.75,74,0.2,1.7,1.9,63,4.0,72,1.1,82,0.0,60,1.8,1.9,70
2465,Ja'Derryus Eatmon,FAMU,20,17.1,3.9,62,1.5,2.6,0.588,98,0.0,0.0,0.0,60,0.9,1.9,0.459,60,0.8,2.5,3.3,67,0.6,61,0.3,66,0.8,78,1.2,2.3,69
2466,Ben Tweedy,UWGB,24,15.2,3.8,62,1.4,2.8,0.493,94,0.2,0.7,0.294,78,0.9,1.1,0.808,79,0.1,1.5,1.6,63,1.6,65,0.2,64,0.0,60,1.7,1.8,71
2467,Zach Martini,RUTG,20,16.8,3.8,62,1.3,3.1,0.403,88,0.9,2.7,0.34,83,0.4,0.7,0.615,60,0.6,1.3,1.9,63,0.5,61,0.5,70,0.1,62,0.5,1.1,69
2468,Trey Patterson,RICE,10,17.0,3.8,62,1.0,3.5,0.286,76,0.2,1.2,0.167,65,1.6,2.2,0.727,71,1.4,2.9,4.3,69,0.2,60,0.6,72,0.0,60,0.8,1.5,67
2469,Juhlawnei Stone,SFA,23,20.9,3.8,62,1.6,3.1,0.507,95,0.0,0.0,0.0,60,0.7,1.4,0.455,60,2.3,2.5,4.7,70,0.8,61,0.6,72,0.7,76,1.3,2.0,70
2470,Errol White,LAMAR,23,19.6,3.8,62,1.6,3.7,0.435,89,0.0,0.0,0.0,60,0.6,1.0,0.565,60,1.8,3.1,4.9,71,1.3,63,0.6,72,0.3,65,1.1,2.4,68
2471,Niyi Olabode,UCR,23,20.7,3.8,62,1.4,3.8,0.375,85,0.5,1.9,0.273,76,0.4,0.7,0.6,60,1.3,3.1,4.3,69,0.9,61,0.5,70,0.1,62,0.8,1.7,69
2472,Jalal McKie,NC A&T,23,15.8,3.8,62,1.3,3.8,0.345,82,0.3,1.7,0.2,69,0.8,1.2,0.679,66,0.5,1.6,2.1,64,0.2,60,0.1,62,0.3,65,0.2,1.5,67
2473,Rich Barron,PROV,18,15.4,3.8,62,1.3,4.1,0.324,80,0.8,2.6,0.298,78,0.3,0.6,0.545,60,0.4,1.3,1.8,63,0.4,60,0.4,69,0.0,60,0.4,1.5,67
2474,GiCarri Harris,PURD,22,16.3,3.8,62,1.2,3.1,0.377,85,0.5,2.0,0.273,76,0.9,1.0,0.905,89,0.3,1.5,1.8,63,1.1,62,0.4,69,0.2,63,0.4,1.0,72
2475,Assane Diop,COLO,21,16.4,3.8,62,1.0,2.8,0.362,84,0.2,0.7,0.267,75,1.6,2.0,0.805,79,1.0,3.2,4.3,69,1.1,62,0.4,69,0.1,62,1.3,1.5,71
2476,Levi Lewal,NJIT,21,19.8,3.8,62,1.6,3.8,0.413,88,0.5,1.5,0.344,83,0.1,0.6,0.167,60,1.3,3.0,4.3,69,0.2,60,0.3,66,0.4,67,0.6,2.2,70
2477,Dylan Canoville,JKSN,19,15.7,3.7,62,1.3,2.4,0.543,96,0.0,0.0,0.0,60,1.1,2.3,0.488,60,1.4,1.9,3.3,67,0.3,60,0.7,74,0.6,74,0.8,1.6,70
2478,Michael Rogan,FAIR,19,15.1,3.7,62,1.4,3.4,0.406,88,0.8,1.8,0.429,91,0.2,0.4,0.571,60,0.5,1.4,1.9,63,0.7,61,0.4,69,0.0,60,0.6,1.1,70
2479,Rongie Gordon,KENN,22,21.7,3.7,62,1.5,3.4,0.427,89,0.2,1.0,0.174,66,0.6,0.7,0.875,86,2.5,3.4,5.9,73,1.5,64,0.7,74,0.9,79,1.0,3.0,75
2480,Nasir DeGruy,ACU,22,19.1,3.7,62,1.5,4.4,0.344,82,0.1,1.0,0.143,63,0.6,0.8,0.722,71,0.3,1.4,1.6,63,1.4,63,1.3,84,0.1,62,1.6,1.9,69
2481,Nico Nobili,BSTN,18,19.7,3.7,62,1.3,3.4,0.371,85,0.4,1.7,0.233,72,0.8,1.1,0.7,69,0.9,2.9,3.9,68,1.1,62,0.1,62,0.4,67,1.1,1.9,69
2482,Seneca Willoughby,BTHCK,21,22.0,3.7,62,1.2,3.3,0.371,85,0.8,2.2,0.34,83,0.5,0.8,0.625,61,1.1,1.8,2.9,66,2.3,69,0.8,76,0.3,65,0.8,1.6,71
2483,Luka Tarlac,POLY,21,15.2,3.7,62,1.4,2.9,0.5,95,0.0,0.3,0.0,60,0.9,1.3,0.643,63,0.9,1.8,2.7,65,1.6,65,1.0,80,0.5,70,1.9,1.3,70
2484,"Jermaine Washington, Jr.",SJSU,22,16.3,3.7,62,1.5,3.3,0.438,89,0.6,2.0,0.311,80,0.1,0.4,0.333,60,0.2,1.1,1.4,62,1.1,62,0.3,66,0.0,60,0.7,1.5,68
