#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1537,Andrew Morgan,UNL,22,18.4,8.0,3.0,5.4,.563,0.1,0.5,.250,1.8,3.0,.591,1.5,3.0,4.5,0.8,0.3,0.3,1.4,1.9
1538,K'mani Doughty,INDST,23,21.3,8.0,2.4,5.0,.474,1.0,3.0,.343,2.2,2.4,.893,0.5,2.4,2.9,1.0,0.7,0.3,1.3,2.6
1539,Arne Osojnik,EMICH,20,25.5,8.0,2.9,6.6,.435,1.3,4.2,.310,1.0,1.1,.909,0.6,2.7,3.3,0.8,1.3,0.4,0.8,2.5
1540,Mitchell Taylor,SCSU,20,20.5,8.0,2.7,6.2,.439,0.4,1.5,.276,2.2,2.8,.786,0.5,1.7,2.2,2.5,1.5,0.0,1.8,1.8
1541,Mikkel Tyne,RICH,22,29.4,8.0,3.0,8.4,.353,1.0,4.3,.245,1.0,1.5,.719,0.5,1.4,1.9,1.3,1.2,0.0,1.5,2.5
1542,Jo Valrie,SIUE,3,19.0,8.0,3.7,7.7,.478,0.0,1.3,.000,0.7,2.3,.286,3.7,3.0,6.7,0.7,0.7,0.3,0.7,1.3
1543,DeSean Goode,IUI,24,22.5,8.0,2.8,5.0,.555,0.7,1.7,.425,1.8,2.4,.724,2.7,3.0,5.7,1.1,0.4,0.4,0.8,2.0
1544,Kaleb Scott,PRSBY,24,23.5,8.0,3.3,5.8,.564,0.0,0.0,.000,1.4,3.1,.446,2.0,3.4,5.4,0.8,0.5,0.5,1.2,2.8
1545,Nate Johnson,UDM,24,29.0,8.0,2.8,7.3,.379,0.8,2.4,.345,1.6,2.5,.661,1.3,3.0,4.4,1.0,0.5,0.2,2.0,2.2
1546,Chandler Cuthrell,IPFW,23,21.4,8.0,2.9,6.1,.468,0.7,2.5,.259,1.6,2.4,.643,1.4,4.3,5.7,0.6,0.8,0.4,0.7,1.6
1547,Nate Fouts,MOYNE,23,23.8,8.0,2.9,6.2,.465,0.7,2.3,.321,1.5,2.3,.654,0.9,3.2,4.0,1.8,0.7,0.4,1.5,2.2
1548,Jadrian Tracey,OREG,22,24.0,8.0,2.9,5.9,.496,1.0,2.9,.349,1.1,1.5,.758,0.8,2.4,3.2,2.2,1.0,0.2,1.2,2.0
1549,Jacobi Wright,SOCAR,22,28.6,8.0,2.7,7.2,.380,1.0,3.2,.314,1.5,2.0,.767,0.6,2.1,2.7,2.4,0.4,0.1,1.6,1.7
1550,Jakari Spence,JAC,21,27.0,8.0,2.6,6.9,.372,0.2,0.9,.222,2.6,3.1,.833,0.9,3.0,3.8,4.0,1.1,0.2,1.8,1.6
1551,Vasilije Vucinic,WEBER,21,20.0,8.0,3.1,4.9,.647,0.0,0.1,.000,1.7,2.6,.636,1.9,2.7,4.6,0.9,0.3,0.5,1.3,2.1
1552,Dylan Andrews,UCLA,20,24.0,8.0,3.3,7.6,.428,1.2,3.5,.348,0.3,0.4,.625,0.4,1.1,1.5,2.9,0.6,0.1,1.8,1.0
1553,Keanu Dawes,U of U,19,16.8,7.9,2.9,4.4,.655,0.4,1.2,.318,1.8,2.6,.694,1.7,3.6,5.3,0.9,0.6,0.6,1.1,2.1
1554,Yaphet Moundi,IONA,22,18.5,7.9,2.9,5.7,.504,0.0,0.0,.000,2.2,4.1,.527,2.6,4.0,6.5,0.7,1.1,0.7,1.6,2.3
1555,Cody Pennebaker,LAMAR,22,29.9,7.9,3.4,8.0,.429,0.5,1.7,.297,0.6,1.2,.500,1.0,3.5,4.5,2.0,1.1,0.4,1.1,1.0
1556,Marcus Foster,XAV,22,26.4,7.9,2.7,6.6,.407,1.4,3.3,.431,1.1,1.5,.735,0.9,3.6,4.5,1.8,0.9,0.1,0.9,2.1
1557,"Ken Evans, Jr.",FAU,22,26.8,7.9,2.6,7.1,.363,1.6,4.4,.361,1.1,1.5,.781,0.7,1.9,2.6,2.2,1.2,0.1,1.2,2.1
1558,E.J. Neal,CSUS,22,25.3,7.9,2.8,7.3,.379,1.7,5.2,.322,0.7,1.0,.714,0.8,2.6,3.5,1.4,0.9,0.4,1.1,2.3
1559,Makaih Williams,GCU,22,23.4,7.9,2.4,6.5,.366,0.7,2.7,.271,2.5,3.2,.771,0.8,1.7,2.5,2.5,1.3,0.2,2.0,2.7
1560,Finley Bizjack,BTLR,21,25.1,7.9,2.4,5.8,.421,1.2,3.0,.403,1.9,2.9,.650,0.6,2.3,3.0,2.2,0.4,0.2,1.5,2.0
1561,Cole McCormick,UCA,20,22.9,7.9,2.9,6.6,.443,1.5,4.3,.353,0.6,1.2,.500,1.6,1.9,3.5,0.8,1.3,0.2,1.1,2.2
1562,Jackson Munro,DART,17,24.4,7.9,3.2,6.4,.509,0.5,1.8,.290,0.9,1.2,.750,1.5,4.5,5.9,1.7,0.3,0.7,1.5,1.1
1563,Motiejus Krivas,ARZ,8,15.6,7.9,2.6,4.8,.553,0.0,0.0,.000,2.6,3.8,.700,1.9,2.6,4.5,1.1,0.4,0.8,0.8,2.0
1564,Sadaidriene Hall,SJSU,23,23.8,7.9,3.0,6.5,.460,0.5,1.7,.289,1.4,1.7,.842,1.0,4.1,5.2,1.5,1.0,0.5,1.1,2.0
1565,Rytis Petraitis,Cal,22,25.4,7.9,2.4,5.5,.430,0.4,1.5,.265,2.7,3.6,.750,2.6,2.9,5.5,1.9,1.3,0.3,1.1,2.5
1566,Sean Trumper,MERRI,22,32.4,7.9,2.8,6.6,.418,0.6,2.0,.311,1.7,2.4,.712,1.3,4.6,6.0,2.0,1.5,0.1,1.4,2.9
1567,Mahmoud Fofana,CSUN,22,25.6,7.9,3.0,4.9,.620,0.0,0.2,.000,1.8,2.9,.619,2.0,2.9,4.9,1.0,1.4,0.2,1.3,2.5
1568,Tre Coleman,UNR,22,29.6,7.9,2.7,7.2,.377,1.0,3.3,.301,1.4,1.8,.775,0.6,2.3,2.9,3.8,1.2,0.3,1.6,1.7
1569,Justin McBride,UNR,22,16.8,7.9,3.1,6.0,.515,0.5,1.8,.308,1.1,1.9,.595,1.1,3.2,4.3,0.6,0.4,0.5,0.9,1.2
1570,Jackson McAndrew,CREI,22,19.0,7.9,2.7,6.7,.401,1.8,5.1,.345,0.7,1.1,.667,1.0,3.1,4.1,0.4,0.4,0.1,0.7,1.4
1571,Dior Conners,APPST,22,25.9,7.9,2.5,5.7,.444,2.0,4.5,.444,0.8,1.0,.773,0.1,1.8,2.0,1.1,0.3,0.0,0.9,1.0
1572,Xavier DuSell,UNR,22,19.7,7.9,2.7,6.4,.429,2.1,4.8,.434,0.3,0.5,.700,0.4,1.2,1.6,0.5,0.7,0.0,0.5,2.1
1573,"Darius Robinson, Jr.",ORU,22,24.5,7.9,2.9,8.0,.356,1.7,5.4,.319,0.4,0.4,1.000,0.6,1.3,1.9,1.4,0.9,0.1,1.0,1.6
1574,Hunter-Jack Madden,ACU,22,25.9,7.9,2.4,7.4,.321,1.5,5.1,.295,1.6,1.8,.923,0.5,1.4,2.0,2.0,1.0,0.1,2.1,1.0
1575,Tan Yildizoglu,VMI,21,28.0,7.9,3.0,7.5,.401,1.0,3.4,.278,0.9,1.4,.655,0.3,3.0,3.3,4.2,1.1,0.0,2.5,1.8
1576,Shane Nowell,PORTL,21,18.9,7.9,2.7,6.5,.412,0.7,2.4,.294,1.8,2.4,.745,0.9,3.0,3.9,1.0,1.0,0.3,1.2,2.0
1577,Mehki Mason,UWASH,21,20.3,7.9,2.6,6.4,.403,1.2,3.4,.361,1.5,2.1,.705,0.7,1.5,2.1,1.2,1.0,0.4,1.0,1.9
1578,Shane Dezonie,TEM,19,23.1,7.8,2.4,6.1,.400,0.7,2.1,.333,2.3,3.2,.733,1.8,3.4,5.2,1.5,1.3,0.4,2.0,2.2
1579,Hercy Miller,SUU,19,17.9,7.8,2.3,5.7,.398,0.6,2.2,.268,2.7,3.6,.765,0.7,2.3,2.9,1.0,0.4,0.2,1.9,1.7
1580,Izaiyah Nelson,ARKST,18,19.8,7.8,3.2,5.6,.570,0.1,0.5,.111,1.4,2.0,.722,2.4,4.1,6.4,0.5,0.8,1.0,0.7,2.9
1581,Ja'Sean Glover,OMAHA,24,22.7,7.8,2.6,5.7,.453,1.0,2.5,.393,1.7,2.0,.816,1.1,2.1,3.3,1.7,1.0,0.3,1.4,1.8
1582,Matt Mayock,AMERU,23,26.5,7.8,2.6,6.3,.404,1.4,4.2,.340,1.3,1.5,.829,0.4,2.5,2.9,1.6,0.4,0.4,1.0,1.0
1583,Izzy Miles,TARST,23,29.0,7.8,2.7,6.0,.460,0.2,0.9,.238,2.1,2.9,.742,0.8,2.4,3.3,1.2,1.7,0.1,1.6,2.9
1584,Brody Peebles,BLMNT,23,17.7,7.8,3.0,7.2,.412,1.2,3.6,.337,0.7,1.0,.727,0.1,0.7,0.8,1.0,0.7,0.0,0.7,0.5
1585,Ethan Potter,UVU,17,18.5,7.8,3.4,5.5,.606,0.1,0.3,.200,1.1,1.2,.857,1.4,3.2,4.6,0.8,0.4,0.5,1.1,1.1
1586,Muneer Newton,DESU,22,23.8,7.8,3.4,6.0,.573,0.0,0.0,.000,1.0,2.3,.440,2.4,3.1,5.5,0.7,0.7,0.8,1.2,2.5
1587,Dionte Bostick,NMSU,22,24.6,7.8,2.9,6.6,.438,0.7,2.2,.313,1.3,2.4,.547,0.9,2.5,3.4,1.9,1.1,0.1,1.5,1.5
1588,Sion James,DUKE,21,23.7,7.8,2.7,5.4,.504,0.7,1.8,.368,1.7,2.2,.783,0.7,3.5,4.2,3.0,1.0,0.4,1.2,1.7
1589,"Jeremy Fears, Jr.",MCHST,21,23.6,7.8,2.1,5.0,.433,0.3,0.8,.412,3.2,4.2,.761,0.1,1.7,1.8,6.2,1.0,0.1,2.0,2.4
1590,Jamond Vincent,NEWOR,19,24.5,7.8,2.8,6.8,.408,0.9,2.6,.360,1.3,1.7,.727,1.1,2.4,3.5,1.4,1.1,0.6,1.4,0.8
1591,Jaxon Pollard,QUC,23,17.0,7.8,3.1,6.1,.504,0.7,1.9,.341,1.0,1.6,.595,2.1,2.7,4.7,1.3,0.8,0.0,1.3,2.7
1592,Josh Meo,CCU,23,31.0,7.8,2.7,7.5,.360,1.0,3.5,.296,1.3,1.9,.705,0.4,2.4,2.9,2.2,0.7,0.0,0.9,2.0
1593,Romad Dean,FORD,22,25.6,7.8,2.7,5.9,.465,1.4,3.5,.390,1.0,1.4,.677,1.0,4.8,5.8,0.7,0.7,0.5,1.1,1.9
1594,Rashaan Mbemba,COLST,17,19.2,7.8,2.9,4.6,.633,0.1,0.4,.286,1.8,2.2,.789,1.5,1.9,3.4,0.9,0.4,0.4,1.5,2.3
1595,Brandon Stroud,USOFL,21,22.7,7.8,2.7,5.8,.467,0.3,1.6,.212,2.0,3.2,.627,1.8,2.8,4.6,2.0,1.5,0.0,1.7,2.9
1596,Zvonimir Ivisic,ARK,20,17.5,7.8,2.8,5.8,.487,1.5,3.6,.423,0.7,1.0,.650,0.8,3.0,3.8,0.9,0.6,1.7,1.5,2.0
1597,Marcell McCreary,NOCOL,23,18.2,7.7,2.7,5.3,.504,1.2,3.0,.412,1.1,1.9,.605,1.1,2.7,3.8,1.3,1.0,0.2,1.3,1.1
1598,Achile Spadone,BUCK,23,31.8,7.7,2.6,6.6,.391,0.8,3.0,.265,1.8,2.3,.792,1.0,3.5,4.4,1.2,1.2,0.2,1.0,3.2
1599,Daimion Collins,LSU,19,21.6,7.7,3.2,5.2,.616,0.2,0.9,.176,1.2,1.7,.667,2.0,2.2,4.2,0.4,0.6,1.8,0.9,2.3
1600,Tony Perkins,MZZOU,19,22.5,7.7,2.4,5.4,.437,0.5,1.8,.294,2.5,3.3,.746,0.6,1.7,2.3,2.4,1.2,0.1,1.7,1.9
1601,Stephon Payne III,JAC,22,21.3,7.7,3.0,5.9,.500,0.0,0.0,.000,1.8,3.0,.606,3.1,3.5,6.6,0.5,1.3,1.0,1.5,2.0
1602,Kyle Marshall,AF,22,26.1,7.7,2.5,5.5,.451,0.4,1.1,.375,2.3,3.4,.680,0.5,3.5,4.0,1.4,1.1,0.5,1.9,1.7
1603,Louie Jordan,UMBC,22,22.7,7.7,2.5,5.2,.482,2.0,4.0,.500,0.7,0.9,.800,0.2,3.4,3.6,0.9,0.5,0.5,1.3,2.2
1604,Prince Aligbe,SETON,22,21.5,7.7,3.3,6.7,.486,0.0,0.5,.083,1.1,1.7,.676,1.0,2.5,3.5,0.6,0.6,0.2,1.2,1.5
1605,Brandon Murray,MCNST,18,25.5,7.7,2.9,5.7,.505,0.4,1.5,.296,1.5,2.1,.711,1.1,1.8,2.9,2.1,0.8,0.1,1.7,1.7
1606,Henri Veesaar,ARZ,21,17.0,7.7,2.9,5.0,.571,0.3,1.2,.280,1.7,2.4,.686,1.7,2.9,4.6,1.2,0.6,1.1,1.0,2.5
1607,Alec Millender,IUI,24,29.2,7.7,2.3,5.3,.438,1.6,3.9,.419,1.4,1.8,.773,0.3,1.3,1.5,3.4,0.7,0.1,1.4,2.6
1608,Isaiah Addo-Ankrah,DEN,24,24.5,7.7,2.3,5.5,.427,1.9,4.5,.430,1.1,1.2,.931,0.8,1.4,2.3,0.5,0.4,0.1,0.9,2.0
1609,Zek Tekin,MOYNE,20,25.3,7.7,2.4,5.8,.405,0.3,1.5,.172,2.8,3.6,.775,0.4,2.0,2.4,3.7,1.6,0.1,2.1,2.3
1610,Kian Scroggins,SHSU,10,19.5,7.7,2.5,4.6,.543,0.1,0.3,.333,2.6,4.3,.605,2.2,3.3,5.5,1.1,0.9,0.1,2.3,3.2
1611,Duane Posey,TEXSO,19,16.6,7.7,2.7,4.4,.614,0.0,0.3,.000,2.3,3.5,.657,2.1,2.0,4.1,0.6,0.8,0.4,1.4,2.6
1612,Josh Corbin,UNCW,19,25.5,7.7,2.4,6.9,.341,1.9,6.0,.325,1.0,1.1,.905,0.4,1.7,2.2,2.3,0.4,0.1,0.8,1.2
1613,DaMariee Jones,SUBR,22,17.0,7.7,3.3,5.1,.652,0.0,0.0,.000,1.0,2.5,.426,2.3,2.3,4.6,0.5,0.6,0.7,0.7,1.9
1614,Cayden Vasko,CMU,21,31.3,7.7,2.7,6.8,.399,1.6,4.0,.393,0.7,0.8,.875,1.0,3.7,4.6,2.9,0.9,0.5,2.1,2.2
1615,Kamryn Thomas,OMAHA,24,25.5,7.7,2.7,5.8,.464,1.3,3.0,.423,1.1,1.4,.788,1.0,2.9,3.9,1.3,0.5,0.5,1.1,2.3
1616,Pharell Boyogueno,GWU,21,23.6,7.7,2.4,5.6,.424,1.3,3.7,.359,1.6,2.0,.805,1.3,2.8,4.1,0.7,0.6,1.0,1.5,1.8
1617,Brayden Maldonado,SEA,21,19.9,7.7,2.3,6.4,.363,1.6,4.4,.359,1.4,1.6,.882,0.3,1.4,1.8,1.1,1.2,0.1,0.9,2.0
1618,Justin Moore,L-IL,9,24.0,7.7,2.9,6.9,.419,0.3,1.4,.231,1.6,2.7,.583,0.3,1.8,2.1,5.3,0.6,0.1,1.4,1.8
1619,Ike Cornish,NICH,9,17.8,7.7,2.6,8.8,.291,2.2,7.0,.317,0.3,0.4,.750,0.8,1.9,2.7,0.4,0.8,0.0,0.9,1.9
1620,Landon Wolf,ILLST,23,23.8,7.7,2.7,6.0,.453,1.4,3.7,.381,0.9,1.3,.667,0.9,2.8,3.7,0.9,0.9,0.1,0.3,2.1
1621,Cam Manyawu,DRAKE,22,18.8,7.6,3.1,5.5,.570,0.0,0.0,.000,1.4,2.8,.492,2.4,3.5,5.9,0.9,1.3,1.0,1.1,2.6
1622,Jamil Miller,KENN,22,27.0,7.6,2.5,5.7,.444,0.5,2.0,.267,2.0,3.4,.587,1.4,4.2,5.5,0.8,0.8,0.5,0.7,1.6
1623,Ben Gold,MARQ,22,26.3,7.6,2.5,6.0,.417,1.7,4.7,.369,0.9,1.1,.800,1.3,3.0,4.4,1.0,0.4,0.8,1.0,1.9
1624,Louis Bleechmore,FAIR,22,25.7,7.6,2.5,6.0,.424,1.3,3.3,.389,1.3,1.9,.683,1.4,2.1,3.5,0.9,0.3,0.2,1.3,2.2
1625,Micah Simpson,ALAST,22,19.2,7.6,2.5,6.8,.373,1.6,4.8,.343,0.9,1.1,.833,0.3,1.5,1.7,1.3,0.8,0.0,0.9,1.6
1626,Dontaie Allen,UWYOM,22,22.0,7.6,2.3,6.5,.354,1.5,4.3,.347,1.5,2.0,.750,0.5,2.3,2.7,0.7,0.4,0.3,1.2,1.2
1627,Fraser Roxburgh,MAN,11,21.0,7.6,2.6,5.5,.483,1.1,2.5,.429,1.3,2.0,.636,1.7,2.4,4.1,1.5,0.0,0.1,1.0,0.6
1628,Maximus Nelson,IPFW,24,23.1,7.6,2.5,6.0,.410,2.3,5.6,.407,0.4,0.5,.769,0.4,1.9,2.3,0.5,0.3,0.2,0.4,1.9
1629,Bryan Etumnu,MERRI,21,29.4,7.6,2.9,5.7,.513,0.5,1.9,.275,1.3,1.6,.794,1.1,4.3,5.4,0.6,0.8,2.3,0.7,2.8
1630,Mari Jordan,TULAN,21,20.6,7.6,2.6,6.7,.393,1.0,3.0,.355,1.3,1.6,.824,0.9,3.0,3.9,1.0,0.8,0.4,1.0,2.0
1631,Turner Buttry,EKU,23,23.5,7.6,2.3,5.3,.430,1.4,3.3,.434,1.7,1.7,.950,0.4,0.9,1.3,1.7,0.5,0.0,0.7,1.6
1632,C.J. Fulton,C of C,22,33.1,7.6,2.5,5.9,.434,1.5,3.7,.390,1.0,1.2,.885,1.0,3.3,4.3,6.3,1.6,0.0,1.4,1.4
1633,Javier Ezquerra,WAGNR,22,34.0,7.6,2.8,8.3,.335,1.5,4.9,.308,0.5,0.9,.632,0.5,3.1,3.5,4.9,1.4,0.0,1.8,1.6
1634,Brody Rowbury,SELU,22,26.1,7.6,2.5,4.9,.519,0.1,0.4,.333,2.4,3.0,.800,2.3,3.5,5.7,1.1,0.5,0.3,1.0,2.6
1635,Kvonn Cramer,BRYNT,22,16.9,7.6,2.8,5.0,.569,0.2,0.6,.385,1.7,2.6,.655,2.1,2.1,4.2,0.7,0.8,1.0,1.0,2.7
1636,Daniel Johnson,HMPTN,22,16.9,7.6,2.9,6.6,.438,1.0,2.5,.375,0.8,1.3,.643,1.1,1.7,2.8,0.8,0.9,0.2,1.0,1.8
1637,Derrian Ford,ARKST,22,20.6,7.6,2.5,7.0,.357,1.0,3.6,.291,1.5,1.9,.829,1.4,1.4,2.8,0.5,0.3,0.0,0.6,1.1
1638,Tobe Awaka,ARZ,21,18.9,7.6,3.0,4.9,.602,0.0,0.1,.333,1.6,2.7,.596,3.1,4.7,7.8,0.9,0.5,0.4,0.9,2.8
1639,"Anquan Boldin, Jr.",BUFF,21,24.5,7.6,2.9,6.0,.488,0.3,2.0,.167,1.4,2.4,.588,1.6,1.5,3.1,1.3,0.8,0.6,1.1,1.6
1640,Emmanuel Kuac,UDM,21,21.8,7.6,2.5,7.0,.356,1.1,3.9,.284,1.5,1.8,.865,0.7,2.8,3.5,0.9,0.5,0.5,1.2,2.5
1641,M.J. Collins,VANDY,21,21.6,7.6,2.7,6.6,.410,0.9,3.1,.288,1.2,1.6,.765,0.9,1.5,2.3,0.6,0.7,0.0,1.0,0.8
1642,Bismark Nsiah,FDU,23,25.5,7.6,2.9,6.7,.431,0.4,1.5,.294,1.4,2.1,.667,1.7,4.1,5.8,2.5,1.0,1.0,1.4,2.4
1643,Malachi Brown,GAST,23,29.2,7.6,2.7,6.7,.412,1.2,3.3,.368,0.9,1.1,.800,0.7,3.0,3.7,3.4,1.2,0.1,2.1,1.9
1644,Jimmie Williams,USOFL,20,18.8,7.6,2.9,6.2,.463,1.0,2.5,.408,0.9,1.2,.739,0.9,2.3,3.2,1.4,1.5,0.0,0.9,1.3
1645,Elmore James,OHIO,20,23.9,7.6,2.5,6.6,.371,1.2,3.1,.377,1.5,1.8,.857,0.8,1.6,2.4,1.0,0.9,0.1,0.9,1.9
1646,James Scott,LVILL,22,22.7,7.5,3.3,4.2,.783,0.0,0.2,.250,1.0,2.2,.438,2.5,4.1,6.6,1.2,0.6,0.8,0.8,2.4
1647,Moulaye Sissoko,UNT,22,24.6,7.5,3.1,4.8,.651,0.0,0.0,.000,1.3,1.7,.737,2.4,3.9,6.3,0.6,0.7,0.3,1.1,2.0
1648,Kalifa Sakho,SHSU,22,23.7,7.5,3.0,5.0,.615,0.0,0.0,.000,1.5,2.8,.525,2.5,4.0,6.5,0.5,0.4,1.1,1.2,2.5
1649,Ryan Agarwal,STAN,22,27.0,7.5,2.8,7.5,.367,1.2,4.5,.270,0.8,1.0,.810,1.3,3.9,5.2,2.1,0.6,0.2,0.7,2.3
1650,Nigel Burris,WEBER,22,22.3,7.5,2.5,5.6,.455,1.1,2.5,.444,1.4,1.8,.750,1.3,3.8,5.1,0.8,0.3,0.4,0.8,2.7
1651,Kyrese Mullen,HMPTN,22,19.6,7.5,2.8,7.0,.400,0.4,2.1,.191,1.5,2.7,.550,2.3,4.3,6.6,0.9,0.5,0.1,1.5,2.0
1652,Manny Obaseki,TAMU,22,18.2,7.5,2.5,6.8,.367,0.4,1.3,.321,2.1,3.0,.701,0.5,1.5,2.0,1.3,0.3,0.3,1.3,2.0
1653,Chandler Jackson,FLAST,19,24.7,7.5,2.7,6.0,.456,0.3,1.6,.194,1.7,2.3,.750,0.6,1.9,2.6,2.1,1.4,0.3,0.7,1.8
1654,Elvin Edmonds IV,BUCK,19,26.9,7.5,2.6,5.9,.434,1.1,3.3,.323,1.3,1.5,.862,0.5,2.8,3.3,2.2,0.7,0.2,2.5,1.8
1655,Cardell Bailey,UMES,19,22.1,7.5,2.7,7.4,.362,1.5,4.4,.337,0.7,1.1,.619,0.7,2.4,3.1,0.8,0.8,0.2,0.8,1.9
1656,Joshua Ojianwuna,BAYL,21,25.4,7.5,2.9,3.8,.759,0.0,0.0,.000,1.8,2.9,.633,2.8,4.0,6.8,0.6,1.0,0.7,0.8,2.7
1657,Samuel Ariyibi,UTECH,21,24.0,7.5,2.6,5.3,.491,0.4,1.0,.364,1.9,3.0,.635,1.8,3.4,5.2,1.6,1.1,1.3,1.9,2.8
1658,Dylan Godfrey,CAN,21,21.2,7.5,2.8,7.0,.404,1.2,4.1,.302,0.7,0.8,.824,0.4,2.0,2.4,0.5,0.5,0.4,0.9,1.4
1659,Jacob Cofie,UVA,23,21.5,7.5,3.0,6.2,.483,0.4,1.6,.243,1.1,1.4,.813,1.6,3.6,5.2,1.2,1.0,0.9,0.9,2.3
1660,Conor Enright,DEP,23,30.0,7.5,2.5,6.4,.395,1.1,3.5,.325,1.3,2.1,.633,0.5,2.7,3.3,6.2,0.7,0.0,3.2,2.4
1661,Ty Pence,ILLST,23,24.3,7.5,2.5,5.0,.496,0.9,2.5,.368,1.7,2.0,.844,0.7,3.2,4.0,1.5,0.7,0.1,1.3,1.9
1662,"Wayne Bristol, Jr.",HMPTN,23,22.0,7.5,2.5,6.1,.414,0.7,2.3,.321,1.7,2.1,.833,1.6,2.5,4.0,0.9,0.4,0.2,1.1,1.4
1663,Cameron Matthews,MISST,22,28.3,7.5,3.0,5.4,.551,0.1,0.6,.231,1.5,2.9,.500,2.5,4.3,6.9,3.9,2.6,0.8,2.6,2.7
1664,Markus Harding,INDST,22,18.9,7.5,2.9,5.9,.496,0.8,2.4,.346,0.9,1.5,.559,1.6,3.0,4.6,1.6,0.5,0.3,2.0,1.5
1665,Trey Galloway,IU,22,25.6,7.5,2.8,6.5,.431,1.0,2.8,.355,0.9,1.4,.633,0.6,1.4,2.0,4.2,0.7,0.3,2.3,1.6
1666,Tom Beattie,HAW,22,25.0,7.5,2.8,6.2,.453,0.4,1.5,.265,1.5,2.0,.727,0.3,1.7,2.0,1.8,0.5,0.1,1.7,1.6
1667,Zion Bethea,PEPP,18,21.8,7.5,2.4,7.1,.346,1.4,3.6,.406,1.2,2.2,.538,0.5,2.4,2.9,0.8,1.2,0.1,1.1,1.2
1668,R.J. Taylor,UNI,8,21.4,7.5,2.9,5.6,.511,0.6,2.3,.278,1.1,1.6,.692,0.1,0.9,1.0,2.1,1.5,0.0,1.5,1.9
1669,Isaiah Carr,DEN,6,19.0,7.5,2.5,5.5,.455,0.0,0.0,.000,2.5,4.3,.577,2.8,2.3,5.2,0.2,0.5,1.0,1.2,2.8
1670,Mayar Wol,EKU,23,22.3,7.5,2.7,7.1,.387,1.0,3.7,.256,1.0,1.4,.727,1.3,3.6,5.0,0.7,1.0,0.4,0.8,1.5
1671,Kamrin Oriol,UNF,23,21.0,7.5,2.6,6.8,.378,1.7,5.0,.336,0.7,0.9,.714,0.6,1.7,2.3,1.1,0.5,0.2,0.7,2.4
1672,James Okonkwo,AKR,21,18.8,7.5,2.5,4.5,.553,0.0,0.0,.000,2.5,3.5,.716,3.0,4.9,7.9,0.5,0.4,1.1,1.3,2.6
1673,Aziz Bandaogo,CINCY,21,24.7,7.5,2.9,4.5,.642,0.0,0.0,.000,1.7,2.5,.660,2.5,3.2,5.7,0.7,0.6,1.5,1.0,1.9
1674,Thomas Haugh,FLA,21,21.7,7.5,2.2,4.8,.455,0.6,2.0,.293,2.5,3.1,.815,2.2,3.6,5.8,1.2,0.6,0.6,0.9,2.5
1675,Anouar Mellouk,MRHD,21,21.1,7.5,3.3,5.9,.561,0.0,0.3,.143,0.9,1.4,.621,1.7,2.6,4.2,0.6,0.3,0.5,1.4,2.2
1676,Zion Richardson,CSFUL,21,17.9,7.5,2.2,5.1,.439,1.1,3.3,.343,1.9,2.2,.830,0.8,2.5,3.3,0.9,0.6,0.0,1.1,1.9
1677,Tauris Watson,UWG,21,18.6,7.5,2.7,5.5,.483,1.0,2.7,.351,1.2,1.9,.641,0.2,1.1,1.3,1.0,0.4,0.0,0.8,1.3
1678,Kalu Anya,STLOU,22,29.4,7.5,3.2,5.5,.592,0.1,0.5,.182,0.9,2.9,.317,2.3,6.9,9.2,2.3,1.4,1.0,1.8,2.5
1679,Kam Burton,SELU,22,17.1,7.5,2.5,6.4,.393,1.8,5.1,.357,0.6,0.9,.737,0.2,1.8,2.0,0.1,0.5,0.0,0.4,1.0
1680,Noah Batchelor,BUFF,20,29.1,7.5,2.2,6.4,.346,1.4,4.5,.303,1.7,2.3,.739,1.6,4.6,6.2,1.2,0.8,0.4,1.2,1.4
1681,Jared Jones,SDSU,18,25.8,7.4,2.8,6.3,.439,0.6,1.7,.333,1.3,2.2,.600,1.4,3.8,5.2,0.9,0.7,0.7,1.2,2.1
1682,Caleb Zurliene,CAM,23,20.5,7.4,2.7,5.4,.496,0.7,1.9,.364,1.3,1.5,.912,0.9,2.4,3.3,1.2,1.0,0.9,1.2,2.4
1683,Chrishawn Christmas,SFA,23,31.6,7.4,2.9,7.9,.363,0.4,2.1,.204,1.3,2.1,.592,1.9,4.0,5.9,1.3,1.8,0.6,2.3,2.2
1684,Viljami Vartiainen,WEBER,23,23.0,7.4,2.4,6.2,.385,1.7,4.5,.388,0.9,1.3,.677,0.1,1.8,1.9,1.1,0.6,0.1,1.0,2.5
1685,Joshua Ola-Joseph,Cal,21,18.4,7.4,2.6,6.0,.433,1.0,2.8,.345,1.2,1.8,.703,1.0,2.8,3.9,0.3,0.5,0.2,0.9,1.8
1686,Jeremiah Hernandez,BLLST,21,22.1,7.4,2.3,5.6,.410,0.6,2.0,.317,2.2,3.1,.723,0.5,1.7,2.2,1.7,0.9,0.0,1.3,1.4
1687,Akira Jacobs,HAW,21,19.8,7.4,2.3,5.4,.430,1.2,3.4,.347,1.6,2.0,.767,0.7,1.9,2.6,0.6,0.2,0.1,1.1,1.8
