Rank,Player Name,Team,Pos,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO
2716,Troy Hupstead,UTA,F,23,8.8,3.1,1,2.1,45.8,0.3,0.8,33.3,1,1.2,78.6,2.6,0.3,0.2,0.2,0.5
2717,Darius Duffy,MILW,F,31,16.4,3.1,1.5,1.8,81.8,0,0,0,0.2,0.7,33.3,2.5,0.2,0.5,0.8,0.5
2718,Trent Scott,MORE,G,24,13.8,3.1,1.3,2.8,45.5,0,0.2,0,0.6,1.5,41.7,2.4,1.1,0.7,0,0.8
2719,Diogo Seixas,CARK,F,32,16.7,3.1,1,3.3,31.1,0.3,1.6,17.3,0.8,1.5,53.2,2.3,0.9,0.4,0,1.2
2720,David Wilkerson,YSU,G,25,7.8,3.1,1.2,3,40.5,0.3,1.2,27.6,0.4,0.6,66.7,1.3,0.8,0.3,0,0.7
2721,Braxton Meah,NEB,C,26,14.2,3.1,1.3,1.7,77.3,0,0,0,0.5,1.1,44.8,3.5,0.7,0.3,0.5,1
2722,Noah Barnett,UVM,F,27,12.6,3.1,1.3,1.8,69.4,0,0.1,0,0.6,0.7,80,2.4,0.3,0.3,0.2,0.5
2723,Bostyn Holt,FSU,G,27,13,3.1,1.1,2.3,46.8,0.2,0.6,29.4,0.8,1.3,61.8,1.2,1.3,0.4,0.1,0.7
2724,Cade Hornecker,ACU,F,28,9,3.1,1.4,3.1,44.3,0.1,0.4,16.7,0.3,0.6,43.8,2.1,0.3,0.3,0.2,0.4
2725,Jesaiah McWright,TLSA,G,29,15.1,3.1,1.1,3,37.9,0.5,1.5,34.1,0.3,0.7,42.9,1,0.7,0.6,0.1,0.9
2726,Hunter Adam,DAV,G,29,14.4,3.1,1.2,2.1,54.8,0.5,1.2,44.1,0.2,0.5,50,2.3,0.5,0.3,0.3,0.3
2727,Darik Dissette,NDSU,G,30,10.6,3.1,1.2,1.8,69.8,0,0,0,0.6,0.9,73.1,2,0.2,0.2,0.1,0.2
2728,Chris Lockett Jr.,BOIS,G,22,13,3.1,1,3,31.3,0.5,1.8,28.2,0.7,1,71.4,1.5,1,0.4,0,0.6
2729,David Rochester,BRWN,G,22,9.9,3.1,0.9,2.4,37.7,0.2,0.9,25,1,1.2,85.2,1.7,0.3,0.4,0.2,0.2
2730,Dean Reiber,CLT,F,27,13.7,3.1,1.3,3.3,40.9,0.3,1.5,17.5,0.1,0.3,44.4,2.3,1.1,0.3,0.3,0.6
2731,Patrick Suemnick,OKST,F,28,11.4,3.1,1.1,2.1,53.3,0,0.1,0,0.8,1.8,44,2.1,0.2,0.2,0.3,0.5
2732,Trey Horton,UTEP,G,28,11.2,3.1,1,3,34.5,0.7,2.4,30.3,0.3,0.4,80,1.3,0.5,0.5,0.1,0.2
2733,Miles White,LIP,G,31,13.8,3.1,1,2.8,35.6,0.7,2.1,33.3,0.4,0.5,68.8,2.3,0.5,0.5,0.3,0.4
2734,Alphonzo Billups III,VCU,G,22,7.3,3,1.1,3,38.5,0.7,2.2,30.6,0.1,0.1,100,1,0.4,0.3,0,0.2
2735,Latif Diouf,UTC,F,24,9.7,3,1.1,2.6,41.3,0,0.5,9.1,0.8,1.3,64.5,2.5,0.9,0.2,0.2,1
2736,Zander Yates,LIB,F,26,7.3,3,1,2.3,45,0.8,2,42.3,0.1,0.3,37.5,1.2,0.4,0.2,0,0.1
2737,Damarius Owens,MARQ,F,26,10.5,3,0.9,2.6,35.3,0.4,1.2,36.7,0.8,0.8,90.9,1.3,0.5,0.4,0.2,0.7
2738,Nick Krass,TAR,G,26,19.7,3,1.2,3.4,34.1,0.2,1,23.1,0.5,0.7,72.2,2,0.9,0.8,0.2,1.7
2739,Cantia Rahming,USA,F,28,11.1,3,1.2,2.1,55.9,0.1,0.4,30,0.6,1.1,53.3,3.3,0.5,0.4,0.3,0.4
2740,Landon Moore,BUT,G,29,16.6,3,0.7,2.2,30.8,0.1,0.8,13,1.6,2.2,70.3,1.7,1.4,0.3,0.2,0.7
2741,Caden Diggs,ODU,F,31,11.1,3,1.1,2.9,37.1,0.2,0.6,25,0.7,0.9,82.1,1.4,0.4,0.3,0,0.3
2742,Dante Wilcox,FIU,F,27,15.5,3,1,2.3,42.9,0,0.2,20,1,1.1,83.9,2.6,0.8,0.2,0.4,1
2743,John Hugley IV,XAV,F,29,10.1,3,1,1.9,51.9,0.3,0.5,57.1,0.8,1.3,62.2,2,0.8,0,0.1,0.9
2744,Isaiah Folkes,CLT,G,28,13.8,3,1.3,2.8,44.9,0,0.3,11.1,0.5,0.8,56.5,2.1,1.6,0.7,0,1.1
2745,Chancellor White,UL,G,29,9,3,1,2.8,37.5,0.6,1.9,32.7,0.3,0.7,42.9,1.3,0.2,0.1,0,0.6
2746,William Kyle III,UCLA,F,27,9.9,3,1.3,1.8,72.9,0,0,0,0.4,1.1,36.7,1.9,0.5,0.2,0.6,0.5
2747,Jimmy Oladokun Jr.,RICE,F,29,9.4,3,1.2,2.7,46.2,0,0,0,0.5,1.3,39.5,2.6,0.3,0.2,0.2,0.6
2748,Jack Edelen,WKU,G,24,11.9,3,1,2.7,39.1,0.6,1.8,35.7,0.3,0.5,58.3,0.8,0.8,0.5,0,0.5
2749,Emmanuel Ugbo,BOIS,F,28,9.1,3,1.1,2.2,50,0.1,0.5,21.4,0.7,0.9,73.1,2.1,0.2,0.1,0.3,0.6
2750,Jon Mani,DEN,G,29,13.9,3,1.1,3.3,33.7,0.5,1.7,31.3,0.3,0.6,47.1,1.6,0.5,0.5,0.1,0.7
2751,Tye Dorset,MRMK,G,30,14.4,3,1,2.8,37.3,0.5,1.8,29.1,0.4,0.5,80,0.8,0.7,0.5,0.1,0.2
2752,Rodolfo Bolis,EIU,F,31,18.9,3,1.2,3.6,33.9,0,0,0,0.5,1.4,37.2,4,1.2,1.2,0.5,1.2
2753,Zeke Cook,UL,F,30,14.5,3,0.9,2.6,36.4,0.1,0.2,33.3,1,1.3,79.5,3.7,0.5,0.4,0.4,0.6
2754,Jack Whitbourn,UCR,C,30,12.7,3,1.1,2.5,44.7,0.1,0.4,33.3,0.6,1,54.8,4.3,0.5,0.1,0.2,0.6
2755,Fredrick King,CREI,C,29,6.6,3,1.3,1.9,69.1,0,0,0,0.3,0.7,50,1.4,0.1,0.1,0.4,0.3
2756,Elijah Jones,UTEP,F,29,9.8,3,1.1,2.3,48.5,0.2,0.5,40,0.5,0.7,73.7,2.1,0.3,0.2,0.6,0.4
2757,Dylan James,UGA,F,28,12.5,3,1.2,2.4,48.5,0.3,0.7,40,0.3,0.7,45,2,0.5,0.3,0.5,0.6
2758,Mohamed Wague,OU,F,28,9.9,3,1.1,1.6,72.7,0,0,0,0.7,1.1,63.3,2.5,0.5,0.9,0.3,0.7
2759,Chris Mubiru,NWST,G,28,11.6,3,1.1,2.4,44.1,0.4,1.3,33.3,0.4,0.5,78.6,1.8,0.4,0.2,0.1,0.5
2760,Shakir Odunewu,CSUB,C,27,9.1,3,1.1,2.3,46,0.1,0.3,33.3,0.7,1.2,59.4,2.6,0.1,0.1,0.1,0.6
2761,Trevor Mullin,YALE,G,26,11.3,3,1.1,2.8,38.4,0.4,1.5,27.5,0.4,0.4,90.9,1.2,0.8,0.3,0,0.6
2762,Myles Wilmoth,SIE,F,25,17,3,0.9,2.8,31.9,0.3,1,29.2,0.9,1.3,71.9,3.6,0.7,0.5,1.6,1.1
2763,Jorge Moreno,SIU,F,25,7.6,3,1.2,1.9,61.7,0,0,0,0.6,1.1,57.1,2.6,0.4,0.3,0.2,0.5
2764,Judson Martindale,CSUN,F,22,9.3,3,1,2.1,45.7,0.4,1.1,32,0.7,0.9,75,1.1,0.2,0.1,0.2,0.5
2765,Godswill Erheriene,HALL,C,29,14.6,2.9,1.3,2.3,58.2,0,0,0,0.2,0.8,29.2,3,0.2,0.1,0.5,0.8
2766,Naz Brown,CCU,G,29,14.8,2.9,0.8,2.6,32.4,0.3,1.1,28.1,1,1.3,71.8,1.5,1.2,0.6,0,0.9
2767,Jayden Williams,BUCK,G,29,14.7,2.9,1.1,3.7,29.2,0.6,1.9,29.6,0.2,0.4,53.8,1.2,1.6,0.3,0,1
2768,Drissa Traore,URI,F,28,12.9,2.9,1,2.3,43.1,0.3,0.9,26.9,0.7,1.1,63.3,2.6,0.5,0.2,0.1,0.5
2769,Leigh Rickwood-Pitt,NAU,F,28,10.3,2.9,1.1,1.9,59.6,0.1,0.2,60,0.6,0.9,70.8,2,0.2,0.2,0.1,0.6
2770,Fischer Brown,WCU,G,28,12,2.9,1,3,31.8,0.6,2.4,26.5,0.4,0.5,71.4,2.1,0.9,0.4,0.2,0.8
2771,Dennis Parker Jr.,NCSU,G,27,12.3,2.9,1.1,3,37.5,0.3,1.3,25,0.4,0.9,41.7,2.3,0.7,0.4,0.6,0.5
2772,Jorge Diaz Graham,PITT,F,27,6.9,2.9,0.9,1.7,53.2,0.7,1.4,51.4,0.4,0.4,83.3,0.8,0.1,0.3,0.1,0.1
2773,Alexander Nwagha,NE,F,26,13,2.9,1.3,2.2,61.4,0,0,0,0.2,0.6,37.5,2.8,0.8,0.5,0.8,0.7
2774,Cade Tyson,UNC,G,26,8.5,2.9,1,2.5,42.2,0.5,1.7,29.5,0.3,0.6,56.3,1.2,0.1,0.2,0,0.2
2775,AJ Swinton,FSU,F,25,10.9,2.9,1,2.4,44.1,0.3,1,33.3,0.5,0.8,61.9,1.5,0.4,0.3,0.1,0.4
2776,Cam Cole,NAVY,G,24,10.1,2.9,1,2.8,34.3,0.5,1.7,26.8,0.5,0.8,68.4,0.8,0.5,0.6,0,0.6
2777,Julen Iturbe,AMER,F,24,8.4,2.9,1,2.5,41,0.6,1.7,34.1,0.3,0.4,60,1.4,0.3,0.3,0.1,0.6
2778,Alfredo Addesa,LEH,F,24,8.6,2.9,1,2.5,39,0.5,1.4,33.3,0.5,0.9,61.9,2.1,0.3,0.1,0.3,0.5
2779,PJ Hayes IV,RUTG,G,22,11.1,2.9,1,2.9,33.3,0.7,2.2,32.7,0.3,0.4,75,1.6,0.6,0.3,0,0.2
2780,Eric Morgan Jr.,SPU,G,21,8.9,2.9,0.9,2.5,34.6,0.5,1.5,34.4,0.7,1,70,0.7,0.5,0.4,0,0.3
2781,Hubertas Pivorius,NKU,G,29,12.4,2.9,1,2.9,34.9,0.8,2.4,32.9,0.1,0.2,60,0.8,0.4,0.3,0,0.4
2782,Luke Wilson,APP,C,29,12,2.9,1,1.7,60.4,0,0,0,0.9,1.9,48.1,2.9,0.4,0.1,1.1,0.7
2783,KJ Debrick,CLE,F,29,9.2,2.9,1.2,2.4,48.6,0,0.2,20,0.5,0.7,75,2.4,0.4,0.3,1.3,0.4
2784,Aiden Sherrell,ALA,F,28,7.9,2.9,1,2.4,43.9,0.3,1.1,25,0.5,1.1,50,2.6,0.4,0.2,0.2,0.4
2785,Cory Wells,UVU,F,26,13,2.9,1.2,2.8,41.1,0.1,0.8,10,0.5,0.8,61.9,1.8,0.8,0.7,0.7,0.6
2786,Ridvan Tutic,ME,F,25,9.7,2.9,0.9,1.6,56.4,0,0,0,1.1,1.6,70,2.2,0.1,0.2,0.3,0.4
2787,Randarius Jones,TROY,C,25,9,2.9,1.1,1.8,62.2,0,0,0,0.6,1.2,51.6,2,0.3,0.2,0.6,0.6
2788,Aidan Shaw,MIZ,G,24,9.5,2.9,1.2,1.8,65.9,0.2,0.3,50,0.3,0.5,53.8,1.8,0.3,0.4,0.4,0.5
2789,Kris Parker,VILL,G,23,10.8,2.9,1,2.2,45.1,0.2,1,21.7,0.7,1.1,57.7,1.6,0.5,0.2,0.2,0.6
2790,Marcus Allen,MIZ,G,23,10,2.9,0.7,1.7,43.6,0.1,0.2,40,1.3,1.5,88.2,2.2,0.5,0.4,0,0.6
2791,Jacob Conner,DAY,F,23,12,2.9,1,2.3,40.7,0.5,1.6,29.7,0.5,0.8,61.1,1.1,0.3,0.3,0.2,0.5
2792,Andre Nunley,SOU,G,28,20.1,2.9,0.9,2.9,32.5,0.4,1.6,27.3,0.6,0.8,76.2,2,1.1,1.6,0.1,0.6
2793,Maurice Vassel,UMES,F,27,15.1,2.9,1.2,2.2,55,0,0,0,0.4,1,42.3,2.5,0.4,0.2,0.4,0.8
2794,Petar Majstorovic,SYR,F,27,13.7,2.9,1.1,2.2,50.8,0.2,0.4,45.5,0.4,0.9,52.2,3.4,0.8,0.5,0.3,0.9
2795,Isaac Abidde,CLE,F,26,8.7,2.8,1.1,2.5,45.3,0.3,0.7,36.8,0.3,0.5,64.3,1.5,0.3,0.4,0.2,0.7
2796,Jake Tavroff,COLU,F,26,11,2.8,1.3,2.2,60.7,0,0.1,50,0.2,0.5,35.7,3.3,1.7,0.1,0.2,0.6
2797,Leon Nahar,STBK,F,26,7.7,2.8,0.9,2,43.4,0.8,1.8,43.5,0.3,0.4,72.7,0.4,0.2,0.2,0.2,0.2
2798,Misha Bednostin,LAF,C,26,12.7,2.8,1.3,2.3,55.9,0,0.2,0,0.3,1.2,25.8,3.3,0.7,0.4,0.3,0.9
2799,Villiam Garcia Adsten,DREX,G,31,14.4,2.8,1.1,2.9,38.2,0.4,1.5,26.1,0.3,0.5,53.3,2.2,0.7,0.3,0.4,0.6
2800,Kent Jackson,JAX,G,29,11.1,2.8,0.9,2.9,32.5,0.8,2.5,33.3,0.1,0.2,80,0.6,0.5,0.3,0,0.4
2801,Brendan Mykalcio,GWEB,G,23,10.6,2.8,1.1,2,55.3,0,0.1,0,0.6,1,59.1,2.7,0.5,0.3,0.1,1
2802,Xavier Sykes,SUU,G,23,7.7,2.8,1,2.8,35.9,0.4,1.3,32.3,0.4,0.5,75,0.8,0.6,0.4,0,0.7
2803,Jojo Anderson,IDHO,G,28,15.7,2.8,0.8,2.6,28.8,0.3,1.4,21.1,1,1.4,76.3,1.3,1.6,0.4,0.1,1
2804,David Tubek,HALL,F,22,10.9,2.8,0.9,2.5,37,0.4,1,36.4,0.6,0.9,73.7,1.9,0.3,0.5,0.2,0.3
2805,Isaiah Caldwell,ARMY,G,27,20.4,2.8,1.1,3.3,33.3,0.2,1.3,17.6,0.4,0.6,58.8,2.8,0.9,0.9,0.1,0.6
2806,Nate Guerengomba,MASS,G,26,11.1,2.8,0.7,2.7,26.1,0.3,1.5,17.9,1.2,1.3,90.9,1.3,0.3,0.1,0.1,0.3
2807,AD Diedhiou,ULM,F,31,17.8,2.8,1.2,2.3,50,0,0,0,0.5,0.9,53.6,4,0.9,0.4,0.5,0.5
2808,Jake Ensminger,SCU,G,30,19.6,2.8,1,2.9,34.1,0.4,1.9,22.8,0.4,0.6,64.7,5.5,2,0.5,0.1,0.7
2809,Carnegie Johnson,NAVY,G,30,8.6,2.8,1,2.8,36.5,0.5,1.5,34.1,0.2,0.4,58.3,0.9,0.8,0.3,0.1,0.4
2810,Cameron McNamee,DART,G,25,9,2.8,1,2.3,41.4,0.4,1.4,28.6,0.5,0.6,80,1.8,0.5,0.3,0,0.4
2811,Stefano Faloppa,UTM,F,25,10.8,2.8,1,1.8,54.5,0,0.2,20,0.8,1.1,77.8,2.4,0.7,0.4,0.2,0.8
2812,Jaedyn Brown,IDST,G,24,5.3,2.8,1,2.5,38.3,0.7,2.1,33.3,0.2,0.3,66.7,1.3,0.3,0.3,0,0.3
2813,Todd Jones,PORT,F,24,10.8,2.8,1,2,49,0,0.2,25,0.8,1.2,62.1,2.5,0.6,0.3,0.7,1
2814,Yaniel Rivera,ACU,G,28,13.1,2.8,0.9,3,31.3,0.7,2.3,30.2,0.3,0.4,70,1.4,1,0.7,0,0.6
2815,Dominick Stewart,PSU,G,23,8.1,2.8,1,2.8,36.9,0.4,1.6,27.8,0.3,0.5,54.5,1.1,0.4,0.5,0.1,0.7
2816,Dior Johnson,UCF,G,27,7.8,2.8,1,2.3,43.5,0.1,0.5,28.6,0.6,0.7,94.4,1,0.9,0.3,0,0.6
2817,Jaylen Colon,AAMU,G,27,9.6,2.8,0.9,2.8,31.6,0.8,2.5,32.8,0.2,0.2,83.3,1.2,1.1,0.4,0,0.3
2818,Noah Williams,JMU,G,29,10.8,2.8,1,2.9,33.7,0.2,0.9,24,0.6,0.9,69.2,2,0.4,0.4,0.1,0.6
2819,Jerrell Colbert,SMU,F,29,8.9,2.8,0.9,1.5,62.8,0,0,0,0.9,1.3,68.4,2,0.3,0.4,0.8,0.8
2820,Dylan Saunders,UNH,F,29,12.2,2.8,0.9,2.3,38.8,0.8,2,37.3,0.2,0.3,66.7,1.2,0.3,0.3,0.2,0.4
2821,Pape N'Diaye,UNLV,F,28,13.4,2.8,1.1,1.9,61.5,0.1,0.3,42.9,0.4,0.5,76.9,3.8,0.1,0.1,1.1,0.4
2822,Joshua DeCady,HOF,F,24,9.5,2.8,1,1.8,53.5,0.1,0.3,25,0.8,1.3,58.1,1.7,0.1,0.4,0.3,0.2
2823,James Morrow,SCST,F,27,10.3,2.7,0.9,2.7,32.9,0,0.5,7.7,0.9,1.1,83.3,2.4,0.6,0.1,0.3,0.8
2824,Isaiah West,SAM,G,29,12.2,2.7,1,2,49.2,0.2,0.9,28,0.5,0.6,77.8,1.6,0.7,1.2,0,0.4
2825,Kachi Nzeh,PSU,F,28,11.5,2.7,1.2,1.9,61.1,0,0,0,0.4,0.6,55.6,2.2,0,0.1,0.3,0.3
2826,Angok Anyang,AAMU,F,24,8.9,2.7,1,2.4,43.9,0.1,0.3,25,0.5,0.6,86.7,1.7,0.5,0.3,0,0.7
2827,Jayden Mott,NIU,F,27,10.7,2.7,1,1.7,60.9,0.1,0.2,60,0.5,1.2,42.4,2,0.3,0.4,0.1,0.6
2828,Travis Perry,UK,G,26,9.4,2.7,0.8,2.4,34.9,0.6,1.7,35.6,0.4,0.5,83.3,0.7,0.5,0.3,0,0.6
2829,Even Brauns,IOWA,F,22,7.3,2.7,1,1.3,75.9,0,0,0,0.7,1,65.2,1,0.4,0.1,0.4,0.3
2830,Terrance Dixon Jr.,LAM,F,28,7.3,2.7,0.9,1.7,55.3,0,0,0,0.8,1.2,67.6,1.9,0.1,0.2,0.6,0.5
2831,Kayde Dotson,UNM,G,28,7.4,2.7,0.9,2.1,41.7,0.5,1.3,41.7,0.4,0.6,62.5,0.4,0.9,0.4,0.1,0.5
2832,Abdou Khadre Kebe,MSM,F,28,11.4,2.7,0.9,3,31.3,0.4,1.8,24,0.4,0.6,68.8,1.4,0.5,0.6,0,1
2833,Drey Carter,WRST,G,24,8.4,2.7,1.1,2.1,52,0,0.4,10,0.5,0.8,57.9,1.2,0.4,0.1,0.2,0.5
2834,Chris Morgan,MONM,F,26,9.9,2.7,1.1,3.1,36.3,0,0,0,0.4,1.3,32.4,2.2,0.4,0.2,0.3,0.7
2835,Jayan Walker,INST,G,26,11.2,2.7,0.8,2,41.2,0.3,0.9,29.2,0.8,1,80,1.7,0.4,0.5,0.1,0.5
2836,Seryee Lewis,WMU,F,26,7.2,2.7,1,2.5,40.9,0,0.1,0,0.6,1.2,48.4,2,0.2,0.2,0.1,0.8
2837,Vince Iwuchukwu,SJU,C,28,7.3,2.6,1.1,2.2,52.5,0,0.1,0,0.4,0.5,66.7,1.9,0.1,0.1,0.5,0.4
2838,Jakob Gibbs,MRSH,F,28,11.9,2.6,0.8,1.9,44.2,0,0.4,8.3,1,1.3,75,1.8,0.5,0.4,0.1,0.4
2839,Maximo Milovich,UCSD,F,28,14.1,2.6,1.1,1.8,60.8,0.1,0.3,25,0.4,0.7,50,3.1,0.9,0.2,0.2,0.4
2840,Rick Issanza,LMU,C,24,14.3,2.6,1.1,1.8,64.3,0,0,0,0.4,0.8,45,3,0.2,0.2,1.1,0.6
2841,Davion Bradford,ETSU,C,24,11.3,2.6,0.9,1.8,52.4,0,0,0,0.8,1.6,50,2.5,0.4,0.2,0.2,0.9
2842,DeShawn Harris-Smith,MD,G,29,15.6,2.6,1,2.5,38.4,0.2,0.9,18.5,0.5,0.9,55.6,2.6,1.1,0.5,0,0.7
2843,Ibrahim Souare,GT,F,26,17.2,2.6,1.2,1.9,61.2,0,0,0,0.3,1.2,26.7,3.5,0.2,0.2,0.5,0.5
2844,Trey Edmonds,MINN,C,23,8.7,2.6,1,2,52.2,0,0,0,0.5,1.4,36.4,2.4,0.2,0.1,0.2,0.5
2845,Jayden Ross,CONN,F,28,12.7,2.6,1.1,2.7,40.8,0.3,1.5,21.4,0.1,0.1,50,1.7,0.9,0.3,0.5,0.4
2846,EJ Ryans,WMU,G,28,14.8,2.6,0.9,2.6,35.6,0.3,1.2,26.5,0.4,0.7,63.2,0.6,1,0.5,0,0.5
2847,Grgur Brcic,TOL,F,25,9.2,2.6,1.1,1.7,64.3,0,0,0,0.4,1.1,39.3,2.3,0.2,0.2,0.2,0.2
2848,Jack Stanton,PRIN,G,25,8.1,2.6,0.8,2.1,40.4,0.7,1.8,40.9,0.2,0.2,83.3,0.8,0.2,0.6,0,0.2
2849,Nate Tshimanga,NMSU,F,27,10.1,2.6,1.1,1.9,60.8,0,0,0,0.3,1.1,25.8,2.9,0.6,0.2,0.1,0.5
2850,David Murray,MRMK,F,27,8.3,2.6,1.1,1.8,59.2,0,0,0,0.4,0.8,54.5,2.3,0.1,0.2,0.5,0.6
2851,Zahree Harrison,COPP,G,22,16.6,2.6,0.8,3.6,21.3,0.1,0.8,11.8,1,1.5,65.6,1.1,1,1,0,1
2852,Avery Felts,ARST,G,29,12.3,2.6,0.8,2.5,32.9,0.8,2.5,33.3,0.1,0.2,60,1.3,0.7,0.8,0.1,0.2
2853,Jason Rivera-Torres,SF,F,29,8.3,2.6,0.9,2.4,35.2,0.2,0.9,18.5,0.7,1.1,64.5,2.4,0.5,0.3,0.3,0.5
2854,Aidan Cammann,STAN,F,29,17,2.6,1,1.9,53.6,0.1,0.4,33.3,0.4,0.8,45.8,2.6,1,0.3,0.5,0.9
2855,Zach Keller,UTAH,F,24,9.4,2.6,1.1,1.9,57.8,0.2,0.5,36.4,0.3,0.7,37.5,1.4,0.6,0.2,0,0.5
2856,Jaxson Ford,SHSU,F,26,9.5,2.6,1.1,2.2,51.8,0,0,0,0.3,0.9,39.1,2.7,0.2,0.2,0.2,0.4
2857,David Castillo,KSU,G,28,10.3,2.6,0.7,2.9,23.7,0.6,2.3,27,0.6,0.7,89.5,0.6,0.8,0.4,0,0.6
2858,Alier Maluk,FSU,F,28,10.9,2.6,1.1,2.1,53.4,0,0.1,0,0.4,0.5,71.4,2,0.2,0.3,0.5,0.8
2859,Festus Ndumanya,CSUN,F,23,5.8,2.6,1,2.2,45.1,0,0,0,0.6,1,59.1,1.2,0.2,0.2,0.1,0.5
2860,Frederiks Meinarts,BUF,C,23,9.2,2.6,1,1.9,55.8,0.4,0.8,50,0.1,0.1,66.7,1.5,0.3,0.2,0.3,0.3
2861,Elijah Terry,PV,F,25,19.3,2.6,0.9,2.4,37.3,0.1,0.6,18.8,0.7,1.3,53.1,3.6,0.6,0.7,0.4,0.6
2862,Noah Bolanga,SBU,G,27,13.5,2.6,0.9,2.9,30.4,0.5,2,24.5,0.3,0.6,53.3,1.8,0.6,0.5,0,0.6
2863,Josiah Dunham,USI,G,26,16.5,2.5,0.9,2.3,38.3,0.4,1.3,32.4,0.3,0.5,69.2,1.9,0.6,0.5,0.1,0.4
2864,Rodrick Payne,WIU,F,28,13.6,2.5,0.9,1.8,53.1,0,0,0,0.7,1.1,61.3,3,0.4,0.4,0.5,0.6
2865,Donovan Rivers,JAX,F,28,14,2.5,1.1,2.1,53.3,0,0,0,0.3,0.7,36.8,3,0.2,0.4,0.9,0.5
2866,Jacen Holloway,ARMY,F,30,9.7,2.5,1,2.3,42.6,0.1,0.7,20,0.5,0.8,56,1.3,0.6,0.3,0,0.4
2867,Alex Bates IV,STO,G,25,8.9,2.5,0.8,1.8,47.7,0.4,1.2,31,0.5,0.6,80,0.8,0.4,0.2,0,0.3
2868,Dilen Miller,RMU,G,25,11.9,2.5,0.7,3,24.3,0.4,2.1,21.2,0.6,0.7,94.1,1,1,0.8,0,0.6
2869,Collin Kuhl,GASO,F,27,9.3,2.5,1,1.8,54.2,0,0.2,20,0.6,0.9,62.5,2.9,0.3,0.3,0.3,0.7
2870,Myles Foster,CLEM,F,24,6.3,2.5,0.9,1.6,56.4,0.2,0.3,57.1,0.5,0.9,54.5,1.5,0.1,0.2,0.2,0.4
2871,Michael Day,EVAN,C,26,10.2,2.5,1,2.2,43.9,0.2,0.5,35.7,0.4,0.8,50,1.5,0.5,0.1,0.4,0.6
2872,Brandon Jennings,VCU,G,29,13.3,2.5,0.9,2.4,35.2,0.3,0.8,34.8,0.5,0.8,63.6,2.3,0.9,0.6,0.3,0.6
2873,Ethan Menzies,CP,F,25,10,2.5,1,2.2,46.3,0.3,0.9,31.8,0.2,0.3,62.5,1.6,0.7,0.3,0.1,0.8
2874,Baylor Hebb,UTEP,G,23,10.8,2.5,0.6,2.1,28.6,0.3,0.9,33.3,1,1,91.7,0.7,0.6,0.4,0,0.6
2875,Michael Marcus Jr.,APP,F,30,10.4,2.5,0.9,1.9,48.2,0.2,0.4,46.2,0.5,0.9,50,2.9,0.2,0.2,0.2,0.6
2876,Grant Whitaker,BELL,G,28,13.3,2.5,1,2.2,43.5,0.1,0.6,22.2,0.4,0.6,68.8,1.4,1,0.4,0.2,0.5
2877,Jack Molloy,YALE,F,26,7.5,2.5,1,2,48.1,0.1,0.7,17.6,0.4,0.6,68.8,1.2,0.7,0.3,0.2,0.4
2878,Muon Reath,UNCG,G,24,9.3,2.5,0.9,1.7,51.2,0.3,1,34.8,0.4,0.6,64.3,1.5,0.6,0.2,0.3,0.3
2879,Daniel Umoh,MVSU,C,24,10.9,2.5,1.2,1.8,63.6,0,0,0,0.1,0.5,27.3,2.5,0.2,0.3,0.5,0.9
2880,Caleb Pennyfeather,LR,F,24,12.5,2.5,1,2.1,47.1,0,0.1,0,0.5,0.8,57.9,2.3,0.8,0.3,0.6,0.8
2881,Birima Seck,FAIR,F,22,8.8,2.5,0.9,2.2,38.8,0,0,0,0.7,1.2,61.5,2.1,0.3,0.3,0.2,0.3
2882,Aaron Powell,RICE,G,29,6.7,2.4,0.7,2.2,32.8,0.5,1.6,30.4,0.5,0.7,78.9,0.5,0.2,0.2,0,0.5
2883,Nikita Konstantynovskyi,ND,F,25,9.6,2.4,1.1,1.6,68.3,0,0,0,0.2,0.6,33.3,3.2,0.2,0.2,0.1,0.6
2884,Ayodele Taiwo,HOW,F,25,10.2,2.4,1.1,2,57.1,0,0,0,0.2,0.5,38.5,2.4,0.5,0.1,1.4,1
2885,Luke Northweather,OU,F,25,10.9,2.4,0.8,2.1,38.5,0.6,1.7,32.6,0.3,0.4,77.8,1.5,0.3,0.1,0.2,0.1
2886,BJ Kolly,MTST,F,23,9,2.4,0.9,1.7,52.5,0,0,0,0.6,0.8,73.7,1.6,0.6,0.2,0.5,0.8
2887,Triston Wilson,PRES,G,28,9.8,2.4,0.8,1.8,44.9,0.2,0.6,27.8,0.7,0.8,90.5,1.5,0.7,0.4,0,0.5
2888,Brantly Stevenson,CBU,G,26,11,2.4,0.7,2.3,31.1,0.5,1.7,29.5,0.5,0.5,92.3,1,0.4,0.3,0.1,0.1
2889,Xinyi Li,LIU,F,26,8,2.4,1.1,2,53.8,0.2,0.6,40,0,0.1,50,1.1,0.4,0.2,0.2,0.4
2890,Elliot Lowndes,SEMO,F,31,8.9,2.4,1.2,2,57.1,0,0.3,0,0.1,0.3,30,2.9,0.5,0.3,0.6,0.4
2891,Cam Scott,SC,G,24,10.5,2.4,0.8,3.2,25,0.3,1.8,14,0.6,0.8,73.7,1.3,0.4,0,0,0.6
