#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
556,Nick Shogbonyo,DEN,29,30.4,12.9,3.8,9.3,.410,1.2,3.7,.340,4.0,4.8,.835,0.6,4.1,4.7,1.8,0.9,0.1,2.0,2.2
557,Chris Ashby,QUC,29,28.4,12.9,4.0,11.1,.364,3.4,9.6,.361,1.4,1.6,.889,0.2,1.0,1.2,1.1,0.5,0.2,1.1,1.7
558,T.J. Johnson,VMI,28,32.4,12.9,4.3,10.1,.423,2.9,7.6,.379,1.4,2.0,.727,1.0,3.4,4.4,1.0,1.5,0.1,0.9,1.8
559,Brendan Coyle,SIENA,28,32.7,12.9,3.6,8.6,.425,2.9,7.3,.402,2.7,3.5,.758,0.9,3.5,4.4,0.7,1.0,0.2,0.8,2.4
560,"Juni Mobley, Jr.",OSU,28,26.8,12.9,4.1,10.6,.392,2.4,6.1,.395,2.2,2.4,.910,0.1,1.5,1.6,2.3,0.8,0.1,1.5,1.8
561,Nait George,GT,27,35.0,12.9,4.7,11.5,.406,1.9,5.4,.345,1.7,2.1,.807,0.4,3.5,4.0,6.3,0.9,0.4,2.8,1.6
562,Tobi Lawal,VT,27,26.3,12.9,4.5,7.9,.568,0.9,2.1,.397,3.1,4.7,.654,2.4,4.7,7.1,0.9,0.6,0.6,2.1,2.5
563,Julian Hammond III,COLO,27,29.0,12.9,4.3,10.2,.418,1.7,4.3,.385,2.7,3.0,.901,0.2,2.4,2.6,3.1,1.2,0.1,2.4,1.4
564,Jayden Pierre,PROV,27,34.5,12.9,4.5,10.8,.414,2.2,6.3,.353,1.7,2.2,.780,0.6,2.0,2.6,3.2,0.7,0.3,2.3,2.6
565,Yanic Konan Niederhauser,PENST,26,24.0,12.9,4.9,7.9,.621,0.0,0.4,.100,3.0,4.5,.667,2.1,4.1,6.2,0.7,0.7,2.2,1.5,2.4
566,Chad Venning,BOS,26,27.0,12.9,5.3,9.7,.544,0.0,0.3,.000,2.3,3.7,.629,1.2,3.0,4.2,0.8,0.6,1.6,1.7,2.8
567,Jaden Daughtry,INDST,29,19.4,12.9,4.9,8.3,.591,0.3,0.8,.375,2.7,3.9,.684,1.3,3.0,4.3,0.9,1.0,0.3,1.8,2.3
568,David N'Guessan,KSU,27,29.5,12.9,5.2,8.3,.632,0.2,0.8,.286,2.2,3.7,.584,3.0,4.2,7.2,1.4,0.8,0.9,1.1,2.4
569,Danny Wolf,MICH,26,29.7,12.8,4.8,9.3,.514,1.0,2.9,.355,2.2,3.5,.626,2.1,7.8,9.9,3.8,0.8,1.5,3.3,2.1
570,Nick Boyd,SDSU,25,29.6,12.8,4.1,10.2,.406,1.5,4.6,.325,3.1,3.9,.796,0.5,3.4,3.9,3.9,1.1,0.0,1.7,1.5
571,Kenny Noland,COM,24,31.8,12.8,5.1,11.0,.468,1.8,4.8,.368,0.8,1.3,.645,0.7,2.9,3.6,3.5,1.2,0.1,1.5,1.5
572,Mikal Dawson,MARSH,29,30.3,12.8,4.4,11.3,.390,2.6,7.4,.343,1.4,1.7,.840,1.3,2.9,4.2,1.5,1.1,0.2,1.6,1.4
573,Sebastian Akins,DEN,29,25.8,12.8,4.9,11.5,.428,1.1,3.7,.311,1.8,2.4,.746,0.3,2.0,2.3,2.8,0.9,0.2,1.8,2.5
574,Anquan Hill,HEART,23,27.0,12.8,4.7,8.7,.545,1.5,3.5,.425,1.9,2.7,.683,1.6,3.7,5.3,1.3,0.5,0.9,1.0,1.7
575,Malik Reneau,IU,22,23.1,12.8,5.1,9.2,.554,0.1,1.0,.143,2.5,3.4,.733,1.5,4.0,5.6,2.1,0.9,0.4,1.6,2.6
576,Baye Ndongo,GT,27,29.1,12.8,5.0,9.4,.535,0.2,0.6,.375,2.5,4.1,.613,2.7,5.9,8.5,1.6,1.1,0.9,2.5,3.2
577,Jacob Theodosiou,L-MD,27,30.4,12.8,3.9,10.1,.383,1.8,5.2,.340,3.3,4.2,.772,0.4,3.7,4.1,2.4,1.7,0.2,2.3,2.3
578,Jaylen Curry,UMass,25,29.8,12.8,4.4,12.0,.365,1.4,4.1,.350,2.6,4.1,.641,0.8,3.0,3.8,3.8,1.2,0.1,1.4,2.5
579,Paulius Murauskas,STMRY,29,27.7,12.8,4.7,10.1,.469,1.0,3.2,.309,2.3,3.2,.731,2.4,5.7,8.1,1.4,0.8,0.4,1.3,2.4
580,Ronald Polite III,UNCG,24,28.8,12.8,4.4,9.2,.475,1.3,2.6,.476,2.8,3.7,.753,0.7,2.1,2.8,3.4,1.2,0.1,2.0,1.7
581,Bez Mbeng,YALE,23,31.4,12.8,4.3,9.8,.440,1.5,3.8,.386,2.7,3.9,.697,0.6,4.3,4.9,5.8,1.9,0.4,3.0,2.8
582,Caleb Grill,MZZOU,23,23.4,12.8,4.0,8.1,.489,2.7,6.1,.433,2.2,2.7,.836,0.8,2.7,3.5,1.0,1.6,0.0,0.8,1.5
583,Dain Dainja,MEMP,27,25.1,12.8,5.0,8.4,.596,0.0,0.0,.000,2.7,4.0,.676,2.6,4.0,6.6,1.8,0.9,1.1,2.5,3.0
584,Justin Hill,WICHI,21,29.6,12.8,4.2,11.4,.368,1.2,4.6,.271,3.1,4.0,.776,0.3,2.8,3.0,3.2,1.2,0.1,1.6,1.3
585,Anthony Pritchard,CMU,27,34.3,12.7,4.9,11.4,.430,0.8,2.4,.338,2.1,3.0,.683,0.9,3.7,4.6,5.5,2.1,0.0,3.2,2.3
586,Jalen Haynes,GMU,27,25.1,12.7,5.2,9.1,.571,0.0,0.5,.071,2.3,4.3,.538,2.0,5.0,7.0,1.2,0.7,0.7,2.3,2.8
587,Tre Dinkins,DUQ,27,28.4,12.7,4.2,10.1,.415,2.4,6.2,.389,2.0,2.5,.791,0.3,2.0,2.3,2.7,0.8,0.1,1.6,1.4
588,Zaire Williams,WAGNR,23,31.0,12.7,4.3,10.9,.398,2.0,5.9,.346,2.0,2.8,.708,0.6,3.5,4.0,2.0,1.8,0.0,1.7,2.4
589,Liam Murphy,UNF,29,23.7,12.7,4.4,10.0,.439,3.2,7.8,.413,0.8,1.0,.733,1.1,2.4,3.5,1.4,0.8,0.4,0.8,1.3
590,Markeith Browning II,LIND,29,30.4,12.7,4.8,12.8,.373,0.9,3.8,.234,2.3,3.3,.698,0.8,3.6,4.3,3.5,1.5,0.4,4.0,2.6
591,Arthur Kaluma,TEXAS,25,28.9,12.7,4.4,9.2,.478,1.1,2.8,.406,2.8,3.6,.778,1.7,6.0,7.8,1.9,0.9,1.0,1.7,1.8
592,Jordan Battle,CCU,28,30.5,12.7,3.9,9.3,.421,2.3,5.3,.426,2.6,3.2,.811,0.3,3.4,3.7,1.9,0.4,0.0,1.3,2.0
593,Miles Byrd,SDSU,24,29.9,12.7,4.1,10.7,.383,1.9,5.9,.317,2.7,3.2,.831,0.9,3.2,4.1,2.5,2.0,1.0,1.5,2.3
594,Alston Mason,ASU,27,36.2,12.7,4.1,9.4,.433,1.7,4.5,.385,2.8,3.3,.844,0.4,2.2,2.6,4.0,0.7,0.2,2.0,1.8
595,Noah Reynolds,TCU,26,31.7,12.7,4.4,10.0,.441,1.2,3.6,.330,2.7,3.7,.726,0.2,2.0,2.3,3.2,0.7,0.0,1.8,1.4
596,Josh Dilling,NKU,29,29.9,12.7,4.1,9.6,.432,2.9,7.1,.408,1.5,2.0,.759,0.4,2.2,2.6,2.7,0.7,0.0,1.3,1.7
597,Jayden Epps,GTOWN,22,29.4,12.7,4.4,10.4,.425,2.0,5.2,.374,1.9,2.5,.750,0.3,1.9,2.2,2.1,1.4,0.1,1.8,1.5
598,Carter Welling,UVU,25,24.4,12.7,4.3,9.2,.465,0.9,2.5,.355,3.2,5.2,.628,1.6,4.4,6.0,1.4,0.7,1.8,2.2,2.9
599,Malik Mack,GTOWN,25,35.1,12.7,4.5,12.0,.375,1.7,5.1,.336,2.0,2.8,.725,1.2,2.7,3.9,4.5,1.4,0.3,2.7,2.2
600,Keonte Jones,CSUN,27,30.6,12.7,4.6,9.3,.488,0.4,1.1,.400,3.1,4.7,.656,2.9,6.4,9.3,4.3,1.9,1.4,2.6,3.0
601,Cam Haffner,UE,20,30.2,12.7,4.8,10.5,.459,2.4,6.4,.367,0.7,1.2,.583,0.5,3.1,3.6,1.4,0.7,0.2,1.3,1.5
602,Nico Galette,YSU,30,30.6,12.6,4.6,10.3,.450,1.2,4.1,.301,2.1,2.7,.790,2.0,5.1,7.1,3.1,1.3,0.8,1.8,2.3
603,J'Vonne Hadley,LVILL,27,32.3,12.6,4.6,8.8,.527,1.0,2.6,.391,2.4,3.1,.771,2.4,5.0,7.3,1.8,0.7,0.2,1.6,2.1
604,Todd Brogna,STONE,27,28.6,12.6,4.3,8.3,.511,1.0,2.3,.419,3.1,3.5,.904,2.2,4.4,6.6,2.3,0.6,0.4,1.8,3.0
605,Jasin Sinani,CAM,24,31.7,12.6,3.9,10.2,.385,1.6,5.0,.328,3.2,4.0,.792,0.5,4.5,5.0,2.7,1.3,0.2,1.7,1.4
606,Zek Montgomery,BRDLY,29,30.0,12.6,4.6,10.1,.456,1.5,3.7,.411,1.9,2.3,.794,0.4,2.4,2.9,1.9,0.8,0.2,1.4,1.2
607,Dola Adebayo,MSMU,27,27.7,12.6,4.6,8.7,.530,0.5,1.7,.298,2.9,4.0,.729,2.1,4.2,6.3,1.0,1.0,1.1,2.1,2.6
608,Tavari Johnson,AKR,27,24.3,12.6,4.7,10.6,.442,1.6,4.2,.377,1.7,1.9,.900,0.1,2.0,2.1,4.1,0.7,0.3,2.3,1.5
609,Brian Taylor II,SIUE,29,31.7,12.6,4.5,9.1,.498,1.3,2.7,.500,2.2,3.1,.719,0.9,3.2,4.1,2.9,0.8,0.2,2.1,1.8
610,Will Richard,FLA,27,31.6,12.6,4.6,9.4,.490,1.9,5.3,.352,1.4,1.8,.813,1.3,3.4,4.7,1.8,1.8,0.4,1.5,2.2
611,Kyrone Alexander,BSTN,27,30.3,12.6,4.3,10.6,.406,1.6,5.2,.298,2.4,3.2,.756,1.6,3.4,5.0,2.1,1.1,0.4,2.3,1.5
612,Mackenzie Mgbako,IU,27,25.0,12.6,4.5,10.2,.444,1.5,4.7,.317,2.0,2.3,.873,1.2,3.4,4.6,1.1,0.3,0.5,1.3,1.6
613,Chuck Harris,SMU,27,25.9,12.6,4.3,9.6,.446,2.3,5.2,.433,1.7,2.0,.836,0.6,2.1,2.6,2.4,0.9,0.2,1.8,2.4
614,Khalif Battle,ZAGS,29,26.0,12.6,3.8,8.8,.427,1.5,4.6,.323,3.6,3.8,.936,0.4,3.0,3.4,1.5,1.0,0.1,1.4,2.1
615,Money Williams,MONT,28,26.9,12.5,4.1,10.3,.397,1.8,4.7,.374,2.6,3.4,.779,0.4,3.1,3.5,3.2,1.0,0.3,2.4,2.5
616,LaMont Butler,UK,19,26.2,12.5,4.3,8.5,.509,1.1,2.7,.385,2.8,4.1,.692,0.8,2.0,2.8,4.6,1.8,0.3,2.0,2.6
617,Jevon Porter,LOYMR,28,31.3,12.5,4.5,11.6,.389,1.5,4.9,.312,2.0,2.9,.679,2.1,5.3,7.3,1.9,0.7,1.2,1.9,3.0
618,Shereef Mitchell,OHIO,20,26.5,12.5,4.2,9.0,.461,1.4,3.2,.429,2.9,3.4,.838,0.4,2.7,3.1,2.6,1.6,0.1,1.7,3.0
619,Nick Johnson,WIN,29,27.6,12.5,3.7,8.6,.428,1.2,3.6,.327,3.9,5.5,.717,0.8,2.4,3.2,1.6,1.3,0.5,1.9,2.7
620,Joshua Jefferson,IWAST,27,28.7,12.5,4.4,8.7,.506,0.5,1.7,.311,3.1,4.0,.787,1.9,5.8,7.7,3.0,2.1,0.7,2.0,2.0
621,Tanner Toolson,UVU,27,28.1,12.5,4.2,9.9,.429,2.0,5.7,.348,2.0,2.6,.797,1.1,2.8,4.0,1.8,1.1,0.3,1.3,1.3
622,Braelon Bush,PVAMU,25,25.8,12.5,4.4,8.4,.517,1.6,3.4,.459,2.2,2.8,.786,0.4,1.2,1.6,2.5,0.9,0.1,1.6,1.0
623,Jalen Weaver,FRSNO,25,33.2,12.5,4.3,11.4,.380,1.4,4.6,.316,2.4,3.0,.811,0.5,3.4,3.9,1.4,1.1,0.3,2.0,1.3
624,Donnie Freeman,SYRA,15,23.7,12.5,4.5,9.0,.504,0.8,2.4,.333,2.6,3.3,.796,1.0,6.4,7.4,1.3,0.3,0.3,1.7,1.6
625,Kellen Tynes,MAINE,28,33.5,12.5,4.7,10.9,.428,0.7,2.2,.311,2.4,3.2,.764,0.7,2.6,3.4,4.8,3.1,0.7,1.8,2.5
626,Kenny Pohto,UCSB,28,26.2,12.5,5.0,7.9,.631,0.0,0.0,.000,2.5,3.7,.663,2.6,3.9,6.5,1.7,0.6,0.4,2.0,1.9
627,Ryan Curry,USMA,28,33.5,12.5,4.5,10.1,.449,2.7,6.8,.393,0.7,0.9,.769,0.8,3.7,4.5,3.5,1.0,0.0,1.6,1.5
628,Dre Bullock,SODAK,26,22.7,12.5,3.8,8.3,.465,1.5,4.3,.345,3.3,4.3,.752,0.9,2.6,3.5,1.7,1.4,0.5,1.4,2.2
629,Jamaine Mann,GWU,26,29.0,12.5,4.5,8.2,.552,0.5,1.5,.325,3.0,4.5,.658,2.0,2.9,4.9,1.4,0.5,0.3,2.2,3.2
630,Evan Johnson,UMES,20,29.0,12.5,4.2,9.2,.451,2.1,5.5,.376,2.1,2.5,.840,0.2,2.3,2.4,2.4,0.7,0.1,1.9,1.8
631,Ian Schieffelin,CLEM,27,33.5,12.4,4.6,9.4,.490,1.0,2.7,.361,2.3,3.1,.738,2.9,6.5,9.4,3.0,0.8,0.8,1.7,1.9
632,Tre Carroll,FAU,27,22.0,12.4,4.9,9.2,.528,0.7,2.0,.345,2.0,2.9,.705,1.7,3.7,5.4,1.7,0.9,1.0,1.2,2.1
633,"Jizzle James, Jr.",CINCY,27,25.8,12.4,5.0,11.4,.438,1.3,4.1,.304,1.2,1.6,.762,0.4,2.7,3.1,3.9,0.8,0.4,1.7,2.0
634,Micah Parrish,OSU,27,31.0,12.4,4.2,9.7,.433,1.7,4.9,.346,2.3,2.9,.795,0.7,3.9,4.6,1.4,1.1,0.3,2.0,2.6
635,Alex Chaikin,LAFAY,28,25.2,12.4,3.9,8.3,.476,2.2,5.0,.446,2.4,2.7,.880,0.4,2.1,2.5,1.0,0.6,0.1,1.2,2.0
636,Cavan Reilly,DEL,26,32.5,12.4,4.3,9.0,.479,1.9,5.3,.353,1.9,2.3,.847,0.5,2.5,3.0,1.6,1.3,0.2,1.4,2.4
637,Carlos Stewart Jr.,SCU,29,28.9,12.4,4.2,9.1,.458,2.0,5.2,.393,2.0,2.5,.819,0.2,2.3,2.6,2.9,1.3,0.1,1.6,1.7
638,Tahj Staveskie,CLEST,29,31.5,12.4,4.1,11.2,.363,2.4,6.8,.360,1.8,2.3,.803,0.6,1.5,2.1,1.6,0.9,0.1,1.2,2.0
639,Bryce Thompson,OKST,27,25.5,12.4,4.2,9.7,.437,1.1,3.0,.363,2.9,3.6,.804,0.2,2.6,2.8,1.8,0.9,0.1,1.7,2.0
640,Tomislav Ivisic,ILL,25,27.0,12.4,4.8,9.6,.498,1.5,4.4,.339,1.3,1.8,.733,1.9,6.2,8.0,2.0,0.6,1.2,1.6,2.2
641,Anias Futrell,LIND,25,29.7,12.4,4.1,11.2,.364,1.7,5.9,.286,2.6,3.7,.696,1.5,4.3,5.8,1.1,1.4,1.0,1.4,1.9
642,Noel Brown,STBN,28,30.9,12.4,4.8,8.3,.573,0.1,0.4,.300,2.8,3.5,.796,1.9,3.6,5.5,1.1,0.6,0.5,1.8,2.2
643,Julius Thedford,WKU,18,21.9,12.4,3.9,9.2,.428,1.7,4.6,.366,2.8,4.5,.630,0.6,3.3,3.8,0.9,0.6,0.3,1.2,1.9
644,Chad Baker-Mazara,AUB,27,25.2,12.4,3.7,8.1,.461,1.5,4.0,.370,3.4,3.7,.911,0.6,2.8,3.4,2.6,1.2,0.5,1.4,2.6
645,Kobe Julien,ARKST,25,29.0,12.4,4.0,10.2,.387,1.2,4.2,.274,3.3,4.5,.732,1.7,3.9,5.6,1.6,1.5,0.8,2.1,2.9
646,Harold Woods,NEU,28,33.0,12.4,5.1,11.1,.462,0.6,1.8,.320,1.5,2.8,.532,2.0,5.3,7.4,2.5,1.0,0.1,2.1,1.6
647,Amaree Abram,LATCH,28,32.0,12.4,4.5,10.6,.419,2.1,5.6,.382,1.3,1.5,.878,0.5,4.1,4.6,1.8,1.6,0.1,1.9,2.0
648,Jaden Wells,UTA,23,27.7,12.3,4.1,10.7,.386,2.8,7.5,.370,1.3,1.7,.789,1.0,2.0,3.0,1.3,1.3,0.1,1.7,2.4
649,Amiri Stewart,HEART,26,27.2,12.3,4.2,9.0,.462,0.9,2.9,.307,3.2,4.3,.726,1.2,3.4,4.6,2.5,1.8,0.9,1.8,3.5
650,Tre Donaldson,MICH,26,31.0,12.3,4.3,9.5,.459,1.8,4.6,.400,1.8,2.7,.671,0.6,2.8,3.4,3.9,1.0,0.2,2.2,1.4
651,Jadis Jones,LIND,29,33.4,12.3,4.6,8.5,.538,0.1,0.3,.250,3.1,5.2,.596,2.3,3.7,6.0,1.1,1.4,0.6,1.3,2.2
652,Javon Jackson,UIC,29,26.5,12.3,4.0,10.1,.399,1.4,4.5,.323,2.8,3.4,.820,0.1,1.7,1.8,3.0,1.6,0.1,2.3,2.4
653,Sheldon Edwards,L-IL,27,27.0,12.3,4.1,9.6,.434,2.9,7.5,.391,1.1,1.3,.857,0.3,3.0,3.3,1.8,0.9,0.0,1.0,1.1
654,Dallas Hobbs,MSMU,21,26.7,12.3,4.0,10.8,.366,1.5,5.0,.305,2.9,3.7,.792,0.3,3.3,3.7,3.1,0.9,0.0,2.9,2.2
655,Josh Morgan,STONE,18,25.6,12.3,3.5,9.3,.375,2.1,5.2,.398,3.3,4.3,.756,0.5,2.4,2.9,1.0,0.7,0.1,1.2,2.2
656,JaVaughn Hannah,WMY,25,27.7,12.3,4.7,11.1,.426,1.0,3.6,.281,1.9,2.5,.746,1.8,2.0,3.8,1.8,1.4,0.2,1.0,1.8
657,Jordan Wood,STET,29,26.8,12.3,4.0,9.0,.450,1.8,4.8,.364,2.5,3.0,.828,0.6,3.3,3.9,1.4,0.9,0.6,1.4,2.3
658,Coltie Young,ULM,29,30.0,12.3,4.4,10.5,.416,2.8,7.1,.390,0.8,1.1,.697,0.5,2.7,3.2,1.4,0.7,0.2,1.7,1.3
659,C.J. Gunn,DEP,26,24.9,12.3,4.7,11.2,.424,1.7,5.6,.295,1.2,1.6,.738,1.1,2.8,3.9,0.9,1.1,0.3,1.3,2.4
660,Myles Che,UCI,27,28.5,12.3,3.7,9.3,.402,1.4,3.5,.394,3.4,3.9,.894,0.5,2.1,2.6,2.9,0.8,0.0,2.6,2.0
661,Jayden Jackson,NAU,28,31.5,12.3,4.4,9.4,.473,0.8,2.4,.318,2.7,3.3,.824,2.0,2.0,4.0,3.6,0.6,0.2,1.6,2.3
662,Parsa Fallah,ORST,28,24.4,12.3,4.8,8.2,.581,0.0,0.0,.000,2.8,4.0,.703,1.4,2.6,3.9,1.1,0.3,0.4,1.4,2.4
663,"Kenny White, Jr.",MRHD,29,28.8,12.3,4.8,10.4,.459,0.7,1.7,.396,2.0,3.5,.584,1.4,4.4,5.8,2.0,0.8,0.5,1.9,1.8
664,Dane Erikstrup,WSU,29,27.1,12.3,4.3,8.9,.488,1.9,5.1,.374,1.7,2.3,.721,1.2,3.1,4.2,1.6,1.2,0.9,1.8,3.7
665,Michael Christmas,LONG,29,29.6,12.3,4.2,9.8,.426,2.1,5.7,.370,1.8,2.7,.688,1.6,2.6,4.1,1.1,0.4,0.2,1.2,1.9
666,Jalen Forrest,CHIST,29,29.6,12.3,4.0,10.4,.381,1.2,4.2,.298,3.1,4.2,.738,1.1,3.6,4.7,1.3,0.4,0.3,2.0,1.8
667,Christoph Tilly,SCU,26,23.0,12.3,4.5,8.1,.557,0.7,1.9,.347,2.6,3.4,.764,1.5,3.1,4.6,1.8,0.8,0.7,1.9,2.9
668,Bernie Blunt III,MC,26,26.4,12.3,3.7,9.6,.388,1.6,4.7,.347,3.2,3.4,.933,0.5,1.4,1.9,1.5,1.8,0.0,1.2,1.7
669,Tyson Dunn,BUFF,27,29.0,12.3,4.7,11.0,.426,1.5,4.8,.308,1.4,1.9,.725,0.5,3.7,4.2,5.5,1.6,0.4,4.3,2.2
670,Deuce Jones,LASAL,27,27.4,12.3,4.2,10.0,.420,0.8,2.5,.328,3.1,4.4,.697,1.0,3.2,4.2,2.7,1.6,0.4,2.3,2.2
671,Justin Vander Baan,LAFAY,24,28.9,12.3,4.7,9.8,.483,0.3,1.4,.182,2.6,3.9,.667,1.5,5.2,6.7,2.8,0.7,2.8,1.7,2.3
672,Peter Filipovity,NMSU,24,27.2,12.3,4.4,10.2,.434,0.5,2.3,.196,3.0,4.5,.657,2.4,5.9,8.3,1.3,0.8,0.0,1.9,2.1
673,Sam Brown,PENN,24,32.8,12.3,4.1,10.2,.402,1.9,5.5,.338,2.2,2.8,.803,0.6,2.8,3.4,2.2,0.7,0.1,1.4,1.9
674,Moe Odum,PEPP,29,32.4,12.2,4.3,9.7,.443,1.5,4.0,.371,2.1,2.6,.816,0.4,2.7,3.1,7.1,1.3,0.0,2.5,1.8
675,Kentrell Pullian,UWM,29,27.2,12.2,4.1,9.1,.453,1.5,4.4,.344,2.4,3.0,.816,1.2,4.2,5.4,1.5,1.3,0.1,1.7,2.0
676,Byron Ireland,NICH,26,28.5,12.2,4.7,11.3,.413,0.8,2.4,.333,2.1,3.0,.714,0.9,2.5,3.4,2.7,1.0,0.2,1.9,2.2
677,Noah Collier,W&M,22,19.5,12.2,4.9,7.8,.632,0.2,0.5,.417,2.2,3.0,.727,2.0,3.0,5.0,1.0,0.4,0.5,1.4,2.1
678,Grant Nelson,UA,27,26.4,12.2,4.4,8.1,.541,0.7,2.6,.261,2.8,4.1,.676,1.7,6.1,7.9,1.7,0.4,1.3,2.0,2.6
679,Zion Stanford,TEM,27,26.2,12.2,4.4,9.5,.461,0.6,2.0,.315,2.8,3.7,.752,0.7,3.4,4.1,1.8,0.7,0.7,1.5,2.2
680,Sebastian Robinson,NJIT,28,33.1,12.2,4.4,12.6,.350,0.5,2.5,.200,2.8,3.8,.738,0.5,2.9,3.4,3.5,0.8,0.3,3.0,2.2
681,Drake Dobbs,STTOM,29,28.1,12.2,3.8,7.0,.539,1.4,2.9,.471,3.2,3.7,.877,0.6,2.1,2.7,3.7,0.6,0.1,1.1,1.1
682,Ethan Price,WSU,29,30.8,12.2,4.0,8.4,.475,1.6,4.2,.369,2.6,3.3,.800,1.0,4.2,5.2,2.2,0.5,0.8,2.1,2.7
683,"Silas Demary, Jr.",UGA,27,31.0,12.1,3.5,9.3,.376,1.5,4.2,.351,3.7,4.5,.826,0.8,3.2,4.0,3.2,1.7,0.2,2.4,2.5
684,Jamal Fuller,LIU,29,31.2,12.1,4.3,8.8,.490,1.1,2.9,.381,2.4,3.6,.673,1.8,4.2,6.0,1.3,1.0,0.8,1.8,2.2
685,Raekwon Horton,UTSA,25,33.6,12.1,4.0,8.4,.474,0.7,3.0,.227,3.4,4.1,.835,2.2,3.4,5.6,1.6,1.8,0.2,1.6,2.3
686,Dezayne Mingo,MARSH,27,33.1,12.1,4.1,9.6,.432,0.8,2.4,.333,3.0,4.1,.730,0.4,4.0,4.4,5.1,0.8,0.1,2.9,2.1
687,Tyler Harris,UWASH,27,30.4,12.1,4.4,8.7,.500,1.6,3.2,.500,1.8,2.5,.716,1.2,3.6,4.8,0.3,0.9,1.1,1.0,2.2
688,Jordan Stiemke,L-MD,27,28.2,12.1,4.3,10.7,.403,2.0,5.9,.331,1.6,2.0,.792,1.0,2.6,3.6,1.0,1.0,1.0,1.2,2.4
689,Jordan Sears,LSU,27,25.7,12.1,3.6,9.7,.375,1.9,5.9,.321,3.0,3.4,.860,0.3,2.6,2.8,2.7,1.4,0.2,2.3,2.2
690,Steve Settle,TEM,28,33.1,12.1,3.7,7.9,.468,1.5,3.7,.417,3.2,4.5,.720,1.1,5.0,6.1,1.7,1.0,1.0,1.1,1.6
691,Nate Lliteras,UNF,29,29.0,12.1,4.1,9.1,.452,1.8,4.8,.364,2.1,2.9,.729,1.5,3.8,5.3,1.2,0.7,1.1,1.0,1.9
692,"Jack Doumbia, Jr",WRST,29,23.6,12.1,4.8,9.1,.525,0.1,0.4,.250,2.4,3.9,.625,1.3,4.6,5.9,1.7,1.0,0.8,2.3,2.5
693,Louis Semona,STONE,29,26.8,12.1,4.1,9.1,.453,1.9,4.9,.380,2.0,2.4,.803,0.9,3.2,4.0,1.4,0.6,0.2,1.4,1.3
694,Quaran McPherson,NIU,23,23.1,12.1,4.0,8.8,.455,1.4,3.6,.390,2.7,4.0,.667,1.0,4.0,5.0,0.7,1.0,0.0,0.9,2.5
695,Mustapha Amzil,UNM,24,28.8,12.1,3.9,9.7,.399,1.4,4.5,.303,3.0,4.0,.747,1.7,3.8,5.5,1.4,0.8,0.8,1.5,2.2
696,Rob Wright III,BAYL,27,30.3,12.1,4.4,10.1,.434,1.0,2.6,.366,2.4,3.0,.800,0.5,1.7,2.3,4.5,1.1,0.1,2.1,1.3
697,Jayden Reid,USOFL,27,29.0,12.1,3.8,10.1,.375,1.9,5.3,.347,2.7,3.5,.766,0.4,2.3,2.7,3.6,1.7,0.0,2.7,1.2
698,Marcus Hill,NCST,27,28.5,12.1,4.9,10.4,.468,0.3,1.3,.222,2.1,2.9,.718,1.3,2.7,4.0,1.7,0.7,0.0,1.0,1.5
699,Chris Walker,BNGH,29,31.2,12.1,4.1,8.7,.466,1.9,4.0,.462,2.1,2.8,.750,0.8,3.3,4.2,2.4,0.8,0.3,2.2,2.4
700,Elijah Lewis,MRST,25,30.7,12.0,3.9,9.2,.424,0.8,3.0,.263,3.4,4.1,.825,0.8,3.9,4.7,2.0,0.7,0.4,1.6,1.9
701,Marchelus Avery,OKST,27,22.2,12.0,4.0,9.1,.435,1.9,5.2,.364,2.2,3.1,.714,1.6,3.0,4.6,1.3,0.8,0.6,1.2,1.9
702,"Mickey Pearson, Jr.",BLLST,27,29.1,12.0,3.6,8.4,.427,1.3,3.7,.337,3.6,4.3,.836,1.3,4.0,5.4,1.1,0.5,0.4,1.3,1.9
703,Kooper Jacobi,EIU,29,33.2,12.0,4.6,10.6,.433,1.1,3.3,.326,1.8,2.5,.722,2.8,6.1,9.0,1.9,1.1,0.5,1.0,2.6
704,Joseph Pinion,ARKST,29,25.0,12.0,4.0,9.1,.439,2.4,6.6,.372,1.6,1.8,.885,1.2,2.7,3.9,1.2,1.1,0.8,0.9,2.2
705,Tyrese Proctor,DUKE,27,29.7,12.0,4.2,9.6,.438,2.3,5.7,.409,1.3,1.7,.745,0.6,2.7,3.2,2.3,0.8,0.1,1.1,1.9
706,Daniel Rouzan,BTHCK,27,27.0,12.0,5.0,8.6,.582,0.2,0.5,.429,1.8,2.7,.667,1.6,3.8,5.3,0.7,0.2,0.8,1.8,2.4
707,Alex Crawford,FRSNO,26,32.1,12.0,4.7,9.2,.508,0.7,2.4,.306,1.9,2.7,.700,1.3,2.7,4.1,1.3,0.9,0.8,2.1,2.0
708,Colby Garland,LONG,29,29.7,12.0,4.0,8.5,.474,0.7,2.0,.362,3.2,3.8,.836,0.4,2.4,2.8,4.4,1.0,0.1,2.0,2.2
709,Gyasi Powell,LIP,29,31.1,12.0,4.0,9.7,.418,2.2,5.9,.378,1.7,1.8,.923,0.8,3.0,3.8,1.4,1.1,0.1,0.8,1.2
