#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2045,Reece Potter,MIAMI,23,16.6,6.0,2.2,4.9,.451,0.8,2.0,.413,0.8,1.2,.643,1.3,2.0,3.3,1.3,0.4,0.7,1.0,2.3
2046,Amir Lindsey,ALBNY,26,18.8,6.0,2.2,5.3,.423,1.0,3.0,.351,0.5,0.6,.933,0.3,1.1,1.4,1.1,0.8,0.1,0.5,1.8
2047,Shahar Lazar,GWU,26,16.5,6.0,2.0,3.8,.520,1.0,2.3,.410,1.1,1.2,.903,0.5,1.2,1.8,0.9,0.3,0.0,1.1,1.8
2048,Juke Harris,WF,26,18.3,6.0,2.1,4.8,.429,0.6,2.2,.281,1.3,2.3,.559,0.7,2.0,2.7,0.3,0.5,0.2,0.6,1.8
2049,Trevan Leonhardt,UVU,27,27.7,6.0,2.2,4.7,.461,0.9,2.1,.411,0.8,1.0,.815,1.0,3.3,4.3,5.3,1.7,0.3,1.5,1.4
2050,Dontrez Williams,ACU,27,16.0,6.0,2.2,5.0,.448,0.3,1.4,.216,1.3,2.0,.636,0.9,1.8,2.6,0.6,1.3,0.3,1.2,1.7
2051,Barry Wang,SANFR,27,19.0,6.0,2.1,4.9,.429,0.9,2.9,.308,0.9,1.6,.581,1.2,1.7,2.9,0.5,0.2,0.2,0.9,2.1
2052,K.J. Robinson,HOF,27,16.9,6.0,2.1,5.8,.372,1.1,3.5,.330,0.6,0.7,.842,0.1,1.6,1.7,1.0,0.4,0.0,1.0,1.5
2053,Chris Howell,UCSD,28,28.8,6.0,1.9,4.2,.458,0.6,1.8,.353,1.5,2.0,.754,1.1,2.4,3.6,2.9,2.1,0.3,1.1,2.8
2054,Chris Arias,JAC,28,21.4,6.0,2.1,5.2,.407,1.4,3.2,.422,0.5,0.7,.650,0.7,1.6,2.3,0.4,0.6,0.3,0.9,0.7
2055,Alden Applewhite,MRRY,29,18.8,6.0,1.7,4.3,.400,0.8,2.1,.393,1.8,2.3,.750,0.8,2.4,3.2,0.8,0.7,0.1,0.8,1.6
2056,Bryce Baker,WIN,29,18.5,6.0,2.1,5.6,.368,1.6,4.6,.343,0.3,0.4,.692,0.6,2.6,3.1,0.6,0.6,0.2,0.8,1.0
2057,Dylan Fasoyiro,USA,29,17.3,6.0,2.0,5.2,.387,0.9,3.3,.281,1.1,1.4,.780,0.7,1.3,2.0,0.4,1.1,0.3,0.4,1.8
2058,Keyontae Lewis,WAGNR,26,22.5,6.0,2.4,4.5,.534,0.1,0.1,.667,1.1,1.6,.683,2.0,3.2,5.2,0.4,0.5,0.3,0.8,1.7
2059,Jaquan Carlos,SYRA,27,27.0,6.0,2.1,5.4,.384,0.5,1.5,.325,1.4,2.0,.673,0.2,1.8,2.0,3.7,1.1,0.1,1.9,2.0
2060,Trae English,NICH,28,20.9,6.0,2.2,5.7,.384,0.5,1.6,.318,1.1,1.5,.744,0.4,1.3,1.8,2.7,1.1,0.0,1.3,1.5
2061,Robert Jennings,OKST,27,17.7,6.0,1.6,3.6,.449,0.2,0.8,.227,2.6,3.0,.841,1.0,2.6,3.6,0.3,0.5,0.3,1.2,2.3
2062,Sebastian Rancik,COLO,26,17.8,6.0,2.0,4.5,.448,0.6,1.8,.333,1.4,2.0,.679,0.6,2.2,2.8,0.6,0.5,0.2,0.9,1.2
2063,Lucas Taylor,SYRA,27,21.8,6.0,2.1,4.7,.441,0.9,2.6,.362,0.9,1.1,.833,0.4,2.0,2.3,0.7,0.5,0.2,0.7,2.3
2064,Raphael Dumont,UAPB,23,16.9,6.0,2.0,5.1,.385,0.7,2.3,.302,1.4,2.2,.627,0.5,2.7,3.2,1.8,0.3,0.0,1.7,1.9
2065,Rex Sunderland,NEWHA,10,24.7,6.0,2.1,5.8,.362,1.1,3.1,.355,0.7,1.1,.636,0.4,2.8,3.2,2.9,0.7,0.4,1.8,1.9
2066,Ricardo Wright,KENN,26,17.3,6.0,2.2,6.8,.315,1.0,4.3,.232,0.7,1.0,.692,0.3,1.5,1.7,1.1,0.5,0.1,1.4,1.8
2067,Jalen Tatum,JKSN,3,18.0,6.0,2.0,5.3,.375,0.3,1.7,.200,1.7,2.3,.714,0.0,1.3,1.3,2.0,0.3,0.0,1.7,0.7
2068,Iverson King,PRSBY,29,18.8,6.0,2.0,3.8,.541,0.3,0.8,.417,1.6,2.1,.738,0.8,2.4,3.2,0.8,1.0,0.3,0.8,2.3
2069,Brandon McCreesh,BUCK,29,22.6,6.0,2.1,4.1,.504,1.1,2.4,.449,0.8,1.2,.611,0.9,1.4,2.2,0.9,0.7,0.1,0.8,1.4
2070,Monty Bowser,NAU,29,19.4,6.0,2.1,5.0,.428,1.1,2.9,.386,0.6,0.8,.739,0.7,2.1,2.8,0.9,0.4,0.0,0.9,2.1
2071,Canin Jefferson,UNA,29,16.4,6.0,2.0,5.0,.396,0.8,2.5,.329,1.2,1.7,.729,0.1,1.1,1.2,1.2,0.7,0.1,0.6,1.5
2072,Mylik Wilson,U of H,27,16.4,6.0,2.5,5.3,.469,0.4,0.9,.440,0.6,0.8,.762,1.0,2.5,3.5,1.2,1.1,0.1,0.7,1.1
2073,Chisom Okpara,STAN,27,15.4,6.0,2.0,4.3,.462,0.4,1.0,.444,1.5,2.2,.683,0.7,1.0,1.7,1.0,0.7,0.3,1.3,1.7
2074,Foster Wonders,UWGB,27,23.1,6.0,2.1,6.4,.324,1.3,4.7,.273,0.5,0.6,.824,0.3,1.8,2.0,0.7,0.4,0.1,0.9,1.1
2075,Mawot Mag,BYU,25,17.1,6.0,2.1,4.2,.510,0.8,2.1,.377,0.9,1.2,.742,0.7,1.1,1.8,0.7,0.7,0.2,0.6,1.6
2076,Jahni Summers,INDST,19,16.5,5.9,2.2,4.8,.446,1.3,3.4,.391,0.3,0.4,.857,0.3,1.7,2.0,0.6,0.8,0.2,0.6,1.5
2077,Kyran Ratliff,LA,29,20.5,5.9,2.3,5.1,.453,0.5,1.4,.341,0.8,1.3,.615,1.7,2.4,4.1,0.7,0.7,0.5,0.6,1.8
2078,Drew Steffe,SOILL,29,24.9,5.9,1.9,5.3,.359,1.1,3.3,.326,1.1,1.8,.608,0.4,2.1,2.5,2.2,0.7,0.3,0.7,1.7
2079,Quan Lax,APSU,29,26.2,5.9,2.1,5.2,.413,0.7,1.9,.345,1.0,1.1,.879,0.6,2.0,2.5,1.8,1.0,0.3,1.2,3.1
2080,Moussa Cisse,MEMP,27,18.4,5.9,2.1,3.7,.554,0.0,0.0,.000,1.8,3.7,.475,2.6,3.6,6.1,0.4,0.6,1.5,0.9,2.5
2081,Joe Ostrowsky,CCSU,27,27.4,5.9,2.1,5.6,.380,1.1,3.3,.322,0.6,0.8,.810,0.6,2.7,3.4,2.4,1.3,0.0,1.0,1.2
2082,Matt Zona,FORD,27,16.6,5.9,1.9,4.1,.464,0.8,2.3,.344,1.4,2.0,.698,1.4,2.0,3.4,0.7,0.8,0.6,0.8,2.2
2083,Dasear Haskins,STJOE,27,19.0,5.9,2.3,4.6,.500,0.5,1.8,.286,0.8,1.2,.688,1.0,2.3,3.3,0.7,0.5,0.4,1.1,1.3
2084,Marqui Worthy,UMass,27,18.1,5.9,2.3,5.3,.424,0.1,1.0,.143,1.3,1.8,.708,0.3,1.2,1.5,1.8,0.6,0.2,1.7,1.7
2085,Theo Grant,NEWOR,26,15.5,5.9,2.0,4.7,.415,0.4,1.8,.217,1.6,2.6,.627,0.5,1.1,1.5,0.2,0.4,0.2,0.6,0.7
2086,Deng Mayar,UND,25,19.5,5.9,2.3,4.8,.479,0.5,1.6,.325,0.8,1.1,.778,1.2,2.6,3.9,0.5,0.7,0.1,1.0,2.4
2087,Scotty Middleton,SETON,25,20.9,5.9,2.2,5.0,.437,1.0,2.6,.375,0.6,0.7,.778,1.0,1.4,2.4,0.9,0.8,0.6,1.2,2.0
2088,Jaden Alexander,CSUB,24,18.1,5.9,1.7,4.3,.385,0.6,1.4,.412,2.0,2.5,.787,1.4,1.0,2.4,0.7,0.4,0.1,0.6,1.9
2089,Darrion Baker,SIUE,10,15.1,5.9,2.2,4.1,.537,0.2,0.9,.222,1.3,2.2,.591,1.6,2.7,4.3,0.7,0.4,0.5,1.1,2.6
2090,Cam Bryant,MER,29,25.8,5.9,2.3,5.8,.407,1.1,3.7,.299,0.1,0.3,.300,0.3,1.8,2.1,1.2,0.8,0.6,1.0,2.6
2091,Eddrin Bronson,FRMN,29,20.8,5.9,1.9,6.1,.316,1.1,3.8,.303,0.9,1.2,.743,0.2,1.5,1.7,1.4,0.5,0.1,1.0,1.0
2092,"KJ Evans, Jr.",OREG,28,15.2,5.9,1.8,3.9,.464,0.4,1.5,.268,1.9,2.5,.743,1.5,2.3,3.9,0.7,0.4,0.5,1.1,1.6
2093,Tucker Anderson,USU,28,17.2,5.9,2.1,5.5,.374,1.1,4.0,.279,0.6,0.8,.818,0.5,1.4,2.0,0.8,0.5,0.4,0.3,1.2
2094,P.J. Eason,GRAMB,27,22.9,5.9,2.3,4.8,.485,0.0,0.0,.000,1.2,2.0,.623,2.0,3.7,5.7,0.7,0.9,1.3,1.4,2.4
2095,Jaden Harris,NMSU,27,18.8,5.9,1.9,5.0,.382,1.0,2.9,.346,1.0,1.2,.848,1.3,1.2,2.4,0.5,0.6,0.0,0.7,1.9
2096,Dillon Hunter,CLEM,25,23.1,5.9,2.1,5.2,.411,0.9,2.8,.314,0.8,1.3,.576,0.4,2.0,2.5,2.0,1.0,0.1,0.5,2.2
2097,Osiris Grady,UVU,25,18.1,5.9,2.4,4.8,.496,0.4,1.0,.375,0.7,1.2,.581,0.8,2.0,2.8,0.9,0.1,0.5,1.0,1.6
2098,Brady Shoulders,MER,29,25.3,5.9,2.1,5.1,.419,0.9,2.9,.298,0.7,1.1,.656,1.4,4.6,6.1,1.2,1.3,0.1,1.1,2.3
2099,Ryan Dufault,STTOM,29,15.1,5.9,2.3,4.0,.564,0.1,0.2,.429,1.2,1.7,.714,0.7,1.6,2.2,1.7,0.9,0.0,0.9,2.4
2100,Saxby Sunderland,CHIST,28,21.2,5.9,1.8,4.8,.363,0.6,2.1,.283,1.8,2.2,.803,1.0,1.1,2.1,1.5,0.7,0.1,1.4,2.5
2101,Brock Felder,SUU,27,23.1,5.9,2.5,4.0,.626,0.0,0.1,.000,0.9,1.3,.706,2.0,4.0,6.0,1.0,0.6,2.0,1.1,2.5
2102,Isaiah Richards,GWU,27,21.5,5.9,2.0,4.1,.486,0.2,1.0,.185,1.7,2.6,.652,2.0,4.9,7.0,1.1,0.6,0.9,1.2,2.9
2103,Chris Moncrief,STFPA,27,15.7,5.9,2.4,4.5,.529,0.3,0.8,.364,0.8,1.4,.595,0.6,2.0,2.6,1.1,0.5,0.2,0.8,0.3
2104,Joshua Strong,HWRD,20,22.7,5.9,1.9,4.9,.378,1.6,3.9,.410,0.6,0.7,.786,0.4,1.7,2.1,1.9,0.9,0.0,1.0,2.0
2105,Troy D'Amico,DEP,26,24.6,5.8,1.6,3.9,.412,1.2,3.0,.390,1.5,1.6,.927,0.6,2.1,2.7,1.6,0.3,0.3,1.0,2.0
2106,Touko Tainamo,UWYOM,26,15.3,5.8,2.2,5.3,.413,0.3,1.4,.216,1.2,1.7,.698,1.0,1.8,2.8,0.6,0.4,0.2,0.6,1.1
2107,Davian Williams,ALCST,26,20.7,5.8,2.1,6.2,.333,0.8,3.0,.260,0.9,1.3,.686,0.5,1.5,2.0,1.7,1.5,0.2,1.2,1.5
2108,Javon Ruffin,COLO,25,20.8,5.8,2.0,5.4,.381,0.9,2.6,.333,0.9,1.2,.759,0.2,1.6,1.8,2.1,0.6,0.2,1.7,1.8
2109,Jaylon Gibson,CHASO,12,16.1,5.8,2.3,3.8,.622,0.0,0.0,.000,1.2,2.3,.500,1.3,2.9,4.2,0.3,0.1,0.7,0.9,1.9
2110,Ben Vander Wal,FRMN,29,23.1,5.8,1.9,3.6,.544,0.1,0.7,.190,1.8,3.5,.525,2.2,3.2,5.4,2.0,0.6,0.4,0.7,1.6
2111,Mac Wrecke,UWGB,29,19.4,5.8,1.8,4.3,.405,0.6,1.8,.327,1.7,2.2,.781,0.7,1.9,2.6,0.7,0.4,0.4,0.9,2.2
2112,Knute Wood,TNST,22,21.6,5.8,1.8,4.5,.408,1.5,3.4,.427,0.7,1.0,.762,0.4,1.2,1.6,1.8,0.5,0.0,1.0,1.5
2113,Isaac Asuma,MINN,27,24.9,5.8,2.1,4.7,.452,0.9,2.3,.377,0.7,1.1,.645,0.7,2.1,2.8,2.0,0.9,0.3,1.1,2.0
2114,Colby McAllister,CTDL,27,15.3,5.8,1.8,4.9,.371,1.2,3.6,.344,1.0,1.1,.839,0.7,1.9,2.6,0.5,0.3,0.1,0.6,1.2
2115,Brandon Muntu,WMY,27,18.3,5.8,2.0,5.5,.358,1.2,4.0,.306,0.7,0.7,.900,0.5,1.2,1.7,0.5,0.4,0.0,0.2,1.8
2116,Taj DeGourville,SDSU,25,19.2,5.8,2.0,5.3,.379,0.8,2.5,.323,1.0,1.4,.735,0.6,2.5,3.2,2.0,0.6,0.3,1.3,1.6
2117,Justin Menard,IONA,25,22.6,5.8,1.8,5.4,.333,1.3,3.8,.340,0.9,1.1,.852,0.2,0.9,1.0,2.5,0.7,0.2,0.8,1.9
2118,Brayden Reynolds,FDU,29,22.4,5.8,2.0,3.8,.523,0.2,1.0,.179,1.6,2.2,.723,0.6,2.0,2.6,1.9,0.5,0.2,1.3,1.8
2119,Ben Nau,STTOM,29,16.2,5.8,1.8,3.9,.451,1.4,3.3,.438,0.8,0.9,.889,0.0,1.8,1.9,1.2,0.5,0.1,0.8,1.9
2120,Max Weisbrod,UNI,29,23.6,5.8,2.0,5.0,.410,1.3,3.4,.390,0.4,0.5,.786,0.1,1.7,1.8,1.6,0.4,0.1,0.9,1.2
2121,Noah Waterman,LVILL,23,20.0,5.8,2.1,6.2,.343,1.1,4.5,.252,0.4,1.0,.375,1.3,2.3,3.6,0.4,0.2,0.4,0.8,2.5
2122,Shadrak Lasu,LIU,27,28.4,5.8,2.1,4.0,.532,0.1,0.4,.200,1.4,2.4,.594,2.7,4.2,6.9,0.6,0.9,1.2,0.9,3.0
2123,David Dixon,DUQ,27,18.9,5.8,2.3,4.3,.526,0.2,0.7,.278,1.1,1.6,.659,2.0,3.1,5.1,0.7,0.8,1.5,1.5,2.7
2124,Sencire Harris,WVU,27,26.9,5.8,2.2,5.7,.387,0.2,1.8,.122,1.1,1.4,.789,0.7,3.6,4.3,1.6,1.5,0.7,1.2,2.3
2125,Jordan Mizell,TARST,27,23.5,5.8,1.9,4.3,.443,0.0,0.2,.167,2.0,2.4,.815,1.1,2.4,3.5,1.9,1.4,0.1,1.9,2.3
2126,Yann Farell,ECAR,27,19.8,5.8,2.0,4.9,.406,1.4,3.9,.375,0.3,0.5,.692,0.9,1.8,2.7,0.8,0.6,0.2,0.4,1.8
2127,Bryan Ndjonga,CMU,27,19.9,5.8,2.3,4.2,.540,0.3,1.2,.242,1.0,1.6,.591,1.0,2.6,3.6,0.9,0.5,0.6,1.4,2.7
2128,Brandon Garrison,UK,26,17.4,5.8,2.5,4.7,.529,0.3,0.9,.292,0.6,1.1,.536,1.2,3.0,4.2,2.1,0.6,0.6,1.3,1.9
2129,Antwan Robinson,CSFUL,26,22.1,5.8,1.9,6.6,.287,1.1,4.7,.230,0.9,1.1,.828,0.5,2.1,2.7,0.5,0.5,0.1,1.2,1.5
2130,Myles Jenkins,SFA,21,19.1,5.8,2.3,5.3,.432,0.5,1.9,.275,0.7,1.0,.636,0.6,1.6,2.2,0.7,0.5,0.3,0.7,1.7
2131,Joryam Saizonou,UNCG,29,22.7,5.8,2.2,5.4,.410,0.7,2.1,.311,0.7,1.1,.645,0.2,2.2,2.4,2.4,0.7,0.1,1.4,1.3
2132,Matthew Robinson,CHIST,29,29.0,5.8,2.0,5.8,.351,1.3,4.1,.331,0.3,0.7,.526,0.3,1.4,1.7,1.2,1.5,0.4,1.0,1.4
2133,Michael Imariagbe,WRST,28,15.1,5.8,2.3,3.8,.598,0.0,0.0,.000,1.2,1.9,.623,1.9,2.8,4.6,0.7,0.5,0.3,0.6,2.7
2134,Isaiah Mbeng,W&M,28,19.4,5.8,1.9,4.9,.397,0.9,2.9,.317,1.0,1.4,.711,0.5,1.4,1.8,3.2,1.4,0.0,1.6,1.2
2135,"Darrick Jones, Jr.",MOYNE,28,22.0,5.8,1.8,5.0,.364,1.2,3.3,.370,0.9,1.2,.758,0.9,1.3,2.2,0.5,0.4,0.1,0.6,1.8
2136,Cameron Jernigan,CHIST,16,17.4,5.8,2.3,5.3,.440,0.3,1.0,.313,0.8,1.7,.481,1.1,3.0,4.1,0.3,0.6,0.9,1.6,2.9
2137,Demari Williams,HCU,19,17.3,5.7,1.8,4.9,.362,0.3,1.5,.214,1.8,2.2,.854,1.2,1.6,2.7,0.6,0.8,0.1,0.9,1.4
2138,Arlandus Keyes,MSMU,26,17.3,5.7,1.9,5.6,.345,1.2,3.8,.316,0.7,0.9,.783,0.3,2.7,3.0,2.0,1.2,0.2,1.7,1.5
2139,Lukas Walls,SAMF,29,21.4,5.7,1.9,4.4,.441,0.9,2.3,.382,1.0,1.4,.700,1.4,2.0,3.5,1.3,1.1,0.1,0.7,1.8
2140,Bruno Alocen,INDST,29,23.2,5.7,1.7,4.7,.356,1.2,3.7,.336,1.2,1.4,.829,0.7,2.2,3.0,1.8,0.7,0.1,1.3,1.5
2141,Ibu Yamazaki,RADF,29,20.9,5.7,2.1,4.4,.477,0.8,2.1,.367,0.8,0.9,.815,1.0,1.5,2.5,0.4,0.3,0.2,0.4,2.0
2142,Max Murrell,UCSB,25,19.7,5.7,2.0,5.2,.385,1.3,4.0,.317,0.4,0.5,.846,0.4,1.7,2.1,1.0,0.4,0.6,0.8,1.8
2143,Jayshayne Woodard,ECAR,28,21.0,5.7,2.0,4.5,.444,0.3,1.0,.286,1.4,2.3,.635,1.5,2.5,4.0,1.6,1.2,1.0,1.4,2.2
2144,Andrew Akuchie,RICE,28,19.7,5.7,2.0,3.9,.528,0.1,0.6,.188,1.5,2.6,.597,1.7,3.4,5.1,0.7,0.4,0.5,0.7,2.0
2145,Josh Taylor,TAMUC,28,21.4,5.7,2.1,4.4,.484,0.2,0.9,.231,1.3,2.0,.643,1.2,3.2,4.4,0.9,0.5,1.2,1.1,2.0
2146,Malcolm Wrisby-Jefferson,BRWN,24,18.5,5.7,2.6,4.8,.544,0.2,1.1,.192,0.3,0.6,.533,0.6,2.7,3.3,2.2,0.7,0.4,1.1,1.3
2147,Joseph Tugler,U of H,27,21.5,5.7,2.3,4.4,.521,0.1,0.3,.333,1.0,1.8,.551,2.8,3.0,5.8,0.9,0.8,2.0,1.1,3.3
2148,Trent Johnson,HCU,27,27.8,5.7,2.1,4.7,.438,0.8,2.2,.350,0.8,1.0,.808,1.7,2.2,3.9,1.6,1.2,0.8,0.9,1.6
2149,Francis Nwaokorie,L-IL,27,22.5,5.7,1.7,3.9,.448,0.8,2.1,.375,1.4,2.1,.696,1.8,3.4,5.3,0.6,0.6,0.3,0.6,2.1
2150,Micah Octave,ALAST,20,26.3,5.7,2.2,5.6,.387,0.9,3.1,.290,0.5,1.2,.435,1.9,3.8,5.7,0.8,1.5,0.3,0.6,2.8
2151,Brady Dunlap,STJ,10,16.3,5.7,2.0,4.3,.465,1.2,3.2,.375,0.5,0.6,.833,0.5,1.7,2.2,0.7,0.4,0.0,0.3,1.6
2152,Brian Goracke,MTSTU,26,16.1,5.7,1.9,5.3,.355,1.2,3.4,.348,0.7,0.8,.905,0.5,2.1,2.6,0.7,0.3,0.2,0.7,1.5
2153,Dionte Johnson,NCCU,25,19.3,5.7,2.1,5.4,.388,0.4,1.6,.231,1.2,1.5,.763,0.8,1.6,2.4,3.9,1.4,0.0,1.9,1.6
2154,Vice Zanki,EWASH,28,17.3,5.7,2.1,5.8,.368,1.3,3.8,.330,0.1,0.4,.364,0.6,2.0,2.5,0.6,0.7,0.3,1.0,0.9
2155,Blake Buchanan,UVA,27,21.9,5.7,2.3,4.2,.535,0.0,0.1,.000,1.1,2.1,.534,1.9,3.7,5.6,1.3,0.6,1.1,0.8,2.2
2156,Jahmai Mashack,TENN,27,27.6,5.7,2.0,4.3,.462,0.5,1.4,.351,1.2,1.6,.744,1.1,2.7,3.9,1.4,1.7,0.6,1.0,2.2
2157,Vincent Delano,UP,29,24.7,5.7,2.1,6.0,.349,0.6,2.3,.254,0.9,1.3,.676,0.5,1.9,2.4,2.2,1.0,0.2,1.7,1.3
2158,Roc Lee,LIU,29,18.2,5.7,2.3,6.2,.365,0.6,2.3,.273,0.5,0.8,.609,1.0,1.3,2.3,0.6,0.6,0.2,1.0,1.5
2159,Jaren Johnson,HWRD,26,22.3,5.7,1.6,4.0,.398,0.7,1.8,.375,1.8,2.0,.887,1.0,2.3,3.2,2.4,0.7,0.2,1.4,2.0
2160,Jae'Lyn Withers,UNC,28,15.1,5.6,2.0,3.7,.529,0.8,1.7,.458,0.9,1.3,.722,0.9,3.0,3.8,0.5,0.4,0.4,0.8,1.6
2161,Austin Patterson,MONT,28,18.8,5.6,2.0,3.9,.509,1.1,2.8,.397,0.5,0.7,.789,0.1,1.7,1.8,0.7,0.6,0.4,0.9,0.9
2162,Bennie Gealer,STAN,25,19.1,5.6,1.7,5.3,.318,1.2,3.6,.344,1.0,1.2,.867,0.3,1.4,1.8,1.9,0.8,0.0,0.5,1.7
2163,Deebo Coleman,UCF,27,24.0,5.6,1.7,5.0,.343,0.9,3.0,.296,1.3,1.8,.750,1.5,2.8,4.3,0.9,1.2,0.1,0.9,1.7
2164,Will Richardson,FORD,8,26.1,5.6,1.6,6.3,.260,1.3,4.5,.278,1.1,1.1,1.000,1.0,2.4,3.4,3.1,1.3,0.0,1.5,2.3
2165,John Broom,USA,29,28.9,5.6,2.0,4.4,.449,1.1,2.8,.388,0.6,0.9,.667,1.8,4.1,5.9,1.3,1.6,0.6,0.4,1.4
2166,Andrew McConnell,USCU,29,16.2,5.6,1.7,4.5,.382,1.3,3.4,.388,0.9,1.0,.833,0.2,1.3,1.6,1.0,0.5,0.0,1.3,1.8
2167,Greedy Williams,UNCW,28,21.6,5.6,1.8,4.2,.419,0.2,0.8,.273,1.9,2.5,.746,0.5,2.2,2.8,2.6,0.6,0.0,1.1,1.4
2168,Marvin McGhee IV,CSUB,28,16.4,5.6,2.0,4.4,.447,1.3,2.7,.493,0.4,0.5,.714,0.7,2.4,3.1,0.3,0.5,0.1,0.6,1.6
2169,Malachi Ndur,W&M,28,15.8,5.6,1.7,4.8,.361,0.7,2.8,.253,1.5,2.1,.683,0.6,2.8,3.4,1.6,0.4,0.1,1.7,2.2
2170,Federiko Federiko,TXTCH,25,20.0,5.6,2.4,3.3,.723,0.0,0.0,.000,0.8,1.9,.426,2.4,2.5,4.8,0.8,0.5,0.8,0.9,2.1
2171,Reece Robinson,CLEST,25,16.1,5.6,2.3,4.6,.500,0.4,1.0,.375,0.7,1.0,.654,2.0,2.4,4.4,0.6,0.7,0.3,1.4,2.4
2172,"Trent Middleton, Jr.",DEL,25,18.1,5.6,1.9,4.6,.414,0.4,1.6,.250,1.4,1.6,.850,0.4,2.4,2.8,1.8,0.8,0.1,1.0,1.9
2173,Jamai Felt,BGSU,27,19.9,5.6,2.0,3.3,.611,0.1,0.3,.250,1.4,2.4,.609,2.3,4.0,6.3,0.4,0.4,1.4,1.1,2.6
2174,Anthony Finkley,STJOE,27,22.4,5.6,1.8,4.2,.421,1.1,2.6,.429,0.9,1.2,.758,1.0,2.4,3.4,1.5,0.7,0.3,1.1,2.1
2175,"Davin Cosby, Jr.",WF,17,15.8,5.6,1.9,5.5,.351,1.5,4.9,.313,0.2,0.4,.500,0.3,1.1,1.4,0.9,0.5,0.1,0.6,0.9
2176,"Troy Cole, Jr.",SEMO,29,18.4,5.6,2.0,4.5,.450,0.6,2.0,.281,1.0,1.4,.700,0.6,2.6,3.1,0.3,0.8,0.3,0.8,1.9
2177,Isaiah Sy,ORST,29,18.1,5.6,1.8,4.5,.408,1.2,3.6,.346,0.7,0.8,.870,0.4,1.4,1.9,1.0,0.3,0.2,0.6,1.6
2178,Alexis Reyes,QUIN,24,25.6,5.6,2.0,5.9,.333,0.7,2.8,.254,1.0,1.2,.821,1.0,3.6,4.6,1.9,0.9,0.9,1.9,1.7
2179,Evan Otten,IDHST,26,23.2,5.6,2.2,3.9,.574,0.0,0.1,.500,1.1,1.8,.596,2.1,3.2,5.3,0.3,0.6,2.3,1.1,3.2
2180,Kiran Oliver,MORST,26,16.0,5.6,2.2,4.5,.500,0.5,1.7,.267,0.7,0.9,.739,1.1,2.1,3.2,0.7,0.4,0.2,0.6,2.0
2181,Niko Rocak,UCD,28,25.9,5.6,1.8,3.5,.505,0.3,1.0,.321,1.8,2.5,.710,2.2,5.0,7.3,1.5,0.8,2.0,1.5,3.1
2182,Malik Henry,UNCG,28,16.0,5.6,2.1,3.2,.644,0.0,0.0,.000,1.4,2.0,.702,2.1,2.3,4.4,0.3,0.4,0.9,0.6,1.6
2183,Adam Moussa,CALBU,21,24.8,5.6,2.1,5.1,.407,0.8,2.4,.333,0.6,0.8,.706,0.2,2.3,2.5,4.3,1.3,0.3,2.0,1.9
2184,Jesus Carralero Martin,BTHCK,27,28.6,5.6,1.9,5.0,.370,0.6,2.2,.250,1.3,1.8,.729,1.3,3.5,4.8,2.3,1.2,1.7,1.8,2.3
2185,Tyler Tanner,VANDY,27,20.6,5.6,2.2,4.9,.455,0.5,2.0,.245,0.6,0.9,.708,0.5,1.8,2.3,1.9,1.9,0.1,0.2,1.7
2186,Brandyn Talbot,UTA,27,18.5,5.6,1.9,4.6,.403,1.2,3.3,.371,0.6,0.7,.850,0.4,1.1,1.6,1.3,0.4,0.0,0.6,1.4
2187,Rashaud Marshall,ARKST,29,19.7,5.6,2.0,3.5,.569,0.0,0.0,.000,1.6,2.3,.672,2.1,3.9,6.0,0.3,0.3,0.7,0.6,2.3
2188,Jakub Necas,DUQ,24,23.0,5.5,1.9,5.0,.372,0.6,2.5,.250,1.2,1.7,.700,1.5,2.6,4.1,1.5,0.6,0.7,1.0,2.9
2189,Corey Perkins,DESU,24,19.2,5.5,1.5,4.5,.343,0.6,1.7,.341,1.9,2.4,.789,0.4,1.3,1.7,3.1,0.9,0.0,1.5,1.7
2190,Sean Stewart,OSU,26,18.5,5.5,2.3,4.4,.522,0.0,0.1,.500,0.9,1.7,.523,1.4,4.5,5.9,0.6,0.7,0.9,1.1,3.4
2191,Paul Djobet,UMFL,26,16.2,5.5,2.0,4.3,.473,0.5,1.2,.406,1.0,1.3,.758,1.0,1.5,2.5,0.9,0.5,0.3,1.0,1.7
2192,Jerome Hunter,XAV,28,19.4,5.5,1.9,4.1,.474,0.4,0.8,.478,1.3,1.7,.766,1.3,2.1,3.4,0.9,0.5,0.5,1.3,2.2
2193,Cooper Campbell,TROY,28,16.4,5.5,1.9,4.3,.445,1.0,2.7,.387,0.7,1.0,.741,0.4,1.0,1.4,1.3,0.5,0.0,0.7,0.6
2194,Evan Ashe,BNGH,28,21.7,5.5,2.2,5.0,.440,0.4,1.5,.256,0.7,1.1,.667,1.0,1.5,2.5,1.1,0.4,0.6,1.3,2.0
2195,Jackson Skipper,ORU,23,17.0,5.5,1.7,4.3,.408,1.1,3.0,.377,0.9,1.3,.677,0.5,1.9,2.4,0.5,0.3,0.2,0.7,1.0
2196,Eugene Brown III,GASO,25,23.8,5.5,1.9,5.5,.350,1.0,3.4,.279,0.7,1.0,.720,1.1,2.9,4.0,0.8,0.6,0.2,0.9,1.7
